tx_id,region,route_score,latency_ms,origin_country,dest_country,compliance_result,status
tx_30366,US,0.4,135,CN,FR,allowed,fallback
tx_15355,APAC,0.34,138,BR,MX,allowed,fallback
tx_19630,EU,0.4,170,BR,US,allowed,fallback
tx_26330,APAC,0.25,171,DE,SA,allowed,fallback
tx_11194,EU,0.4,169,AE,MX,allowed,fallback
tx_13289,APAC,0.28,135,AE,SA,allowed,fallback
tx_40891,MENA,0.02,149,AE,FR,allowed,allowed
tx_35526,APAC,0.04,141,DE,US,allowed,allowed
tx_14128,APAC,0.4,135,CN,US,allowed,fallback
tx_4042,MENA,0.32,140,CN,MX,allowed,fallback
tx_48772,LATAM,0.25,68,US,FR,allowed,allowed
tx_37580,US,0.03,130,DE,FR,allowed,allowed
tx_1193,MENA,0.5,116,KP,MX,blocked,blocked
tx_16553,EU,0.4,135,BR,US,allowed,fallback
tx_49545,LATAM,0.93,41,DE,MX,allowed,allowed
tx_30285,US,0.13,160,DE,FR,allowed,fallback
tx_13582,US,0.4,160,US,US,allowed,fallback
tx_43122,EU,0.86,63,DE,FR,allowed,allowed
tx_5349,MENA,0.28,135,CN,US,allowed,fallback
tx_35529,MENA,0.37,90,DE,FR,allowed,allowed
tx_32826,MENA,0.4,135,AE,US,allowed,fallback
tx_24050,LATAM,0.4,135,US,US,allowed,fallback
tx_44533,LATAM,0.2,172,DE,US,allowed,allowed
tx_1094,EU,0.9,162,IR,JP,blocked,blocked
tx_2379,APAC,0.21,135,US,SA,allowed,fallback
tx_15609,LATAM,0.23,135,AE,US,allowed,fallback
tx_14915,MENA,0.4,135,DE,US,allowed,fallback
tx_21148,LATAM,0.33,135,CN,JP,allowed,fallback
tx_15563,LATAM,0.11,135,CN,MX,allowed,fallback
tx_25479,EU,0.4,155,US,MX,allowed,fallback
tx_262,MENA,0.39,179,CU,SA,blocked,blocked
tx_17079,US,0.4,135,AE,JP,allowed,fallback
tx_19155,US,0.4,173,CN,SA,allowed,fallback
tx_12215,EU,0.4,135,US,JP,allowed,fallback
tx_18523,MENA,0.0,135,US,FR,allowed,fallback
tx_25826,LATAM,0.4,135,US,MX,allowed,fallback
tx_29116,MENA,0.4,135,CN,US,allowed,fallback
tx_15163,LATAM,0.38,170,CN,US,allowed,fallback
tx_38434,MENA,0.81,166,CN,MX,allowed,allowed
tx_33368,US,0.15,135,AE,FR,allowed,fallback
tx_29024,EU,0.4,179,AE,US,allowed,fallback
tx_41775,EU,0.04,130,US,SA,allowed,allowed
tx_4261,MENA,0.4,131,CN,MX,allowed,fallback
tx_34335,LATAM,0.87,69,DE,MX,allowed,allowed
tx_26179,EU,0.26,135,DE,JP,allowed,fallback
tx_38591,APAC,0.58,147,CN,FR,allowed,allowed
tx_31209,APAC,0.3,135,DE,US,allowed,fallback
tx_13078,LATAM,0.32,135,DE,SA,allowed,fallback
tx_535,EU,0.32,57,IR,FR,blocked,blocked
tx_10339,EU,0.4,169,AE,JP,allowed,fallback
tx_29842,EU,0.08,135,AE,MX,allowed,fallback
tx_19906,MENA,0.06,155,CN,MX,allowed,fallback
tx_3,EU,0.96,104,RU,JP,blocked,blocked
tx_7727,APAC,0.4,170,AE,FR,allowed,fallback
tx_17263,APAC,0.4,135,DE,FR,allowed,fallback
tx_40836,APAC,0.9,148,DE,US,allowed,allowed
tx_49465,APAC,0.49,103,DE,SA,allowed,allowed
tx_44848,US,0.58,79,US,US,allowed,allowed
tx_331,APAC,0.03,58,KP,MX,blocked,blocked
tx_18810,US,0.4,135,US,FR,allowed,fallback
tx_22764,APAC,0.4,135,BR,FR,allowed,fallback
tx_28586,US,0.4,178,US,SA,allowed,fallback
tx_11088,LATAM,0.18,135,DE,SA,allowed,fallback
tx_30882,APAC,0.44,135,US,US,allowed,fallback
tx_14660,LATAM,0.4,164,US,US,allowed,fallback
tx_20470,US,0.05,135,CN,US,allowed,fallback
tx_39017,EU,0.45,64,CN,SA,allowed,allowed
tx_1112,US,0.41,103,RU,FR,blocked,blocked
tx_47616,US,0.71,31,DE,FR,allowed,allowed
tx_25821,US,0.22,163,AE,US,allowed,fallback
tx_30763,MENA,0.4,135,AE,MX,allowed,fallback
tx_34768,US,0.8,42,DE,MX,allowed,allowed
tx_34153,APAC,0.75,118,DE,US,allowed,allowed
tx_3145,APAC,0.4,135,DE,FR,allowed,fallback
tx_34971,EU,0.58,158,DE,MX,allowed,allowed
tx_19468,APAC,0.4,132,US,SA,allowed,fallback
tx_10141,APAC,0.4,135,US,SA,allowed,fallback
tx_45246,EU,0.7,88,AE,US,allowed,allowed
tx_15505,LATAM,0.02,135,BR,JP,allowed,fallback
tx_4372,MENA,0.23,135,AE,FR,allowed,fallback
tx_30699,LATAM,0.4,135,DE,US,allowed,fallback
tx_47839,MENA,0.58,172,DE,MX,allowed,allowed
tx_36251,MENA,0.59,44,DE,FR,allowed,allowed
tx_39908,MENA,0.25,165,DE,JP,allowed,allowed
tx_27036,US,0.43,136,DE,JP,allowed,fallback
tx_561,EU,0.26,152,IR,SA,blocked,blocked
tx_25127,MENA,0.4,130,BR,MX,allowed,fallback
tx_6735,LATAM,0.39,136,CN,US,allowed,fallback
tx_3123,LATAM,0.4,135,DE,MX,allowed,fallback
tx_27552,MENA,0.4,135,DE,FR,allowed,fallback
tx_48526,US,0.04,75,CN,MX,allowed,allowed
tx_31747,US,0.18,135,BR,FR,allowed,fallback
tx_23239,US,0.2,151,AE,JP,allowed,fallback
tx_30657,MENA,0.4,144,US,FR,allowed,fallback
tx_49522,LATAM,0.7,64,DE,JP,allowed,allowed
tx_18119,MENA,0.4,163,DE,SA,allowed,fallback
tx_3454,MENA,0.4,135,CN,SA,allowed,fallback
tx_43536,EU,0.73,141,AE,FR,allowed,allowed
tx_14287,LATAM,0.4,157,DE,MX,allowed,fallback
tx_29638,LATAM,0.4,174,DE,FR,allowed,fallback
tx_44988,LATAM,0.76,64,CN,JP,allowed,allowed
tx_47710,US,0.98,36,AE,JP,allowed,allowed
tx_26054,MENA,0.4,129,US,JP,allowed,fallback
tx_9405,LATAM,0.4,135,BR,US,allowed,fallback
tx_48350,US,0.83,123,AE,SA,allowed,allowed
tx_13868,EU,0.07,135,AE,US,allowed,fallback
tx_22060,US,0.4,135,BR,FR,allowed,fallback
tx_2256,LATAM,0.4,135,US,SA,allowed,fallback
tx_3666,EU,0.4,135,AE,US,allowed,fallback
tx_31408,LATAM,0.16,139,AE,FR,allowed,fallback
tx_6470,APAC,0.4,171,CN,MX,allowed,fallback
tx_18111,LATAM,0.09,135,AE,US,allowed,fallback
tx_17784,LATAM,0.4,128,CN,FR,allowed,fallback
tx_16942,EU,0.4,151,BR,FR,allowed,fallback
tx_3674,LATAM,0.4,135,AE,FR,allowed,fallback
tx_35273,MENA,0.1,46,CN,US,allowed,allowed
tx_41683,EU,0.25,43,BR,FR,allowed,allowed
tx_36900,EU,0.48,163,DE,JP,allowed,allowed
tx_43574,APAC,0.68,74,US,US,allowed,allowed
tx_43088,APAC,0.71,155,BR,MX,allowed,allowed
tx_44582,US,0.59,76,CN,SA,allowed,allowed
tx_21398,EU,0.4,135,US,JP,allowed,fallback
tx_32059,MENA,0.4,135,CN,MX,allowed,fallback
tx_46388,MENA,0.3,80,BR,FR,allowed,allowed
tx_44754,LATAM,0.2,92,US,MX,allowed,allowed
tx_43138,APAC,0.27,120,US,FR,allowed,allowed
tx_49042,US,0.63,53,BR,SA,allowed,allowed
tx_26943,EU,0.4,135,BR,SA,allowed,fallback
tx_14392,US,0.4,177,US,US,allowed,fallback
tx_37955,LATAM,0.94,87,US,US,allowed,allowed
tx_35061,APAC,0.56,165,CN,MX,allowed,allowed
tx_32496,MENA,0.4,126,BR,JP,allowed,fallback
tx_37197,MENA,0.26,31,DE,JP,allowed,allowed
tx_12553,US,0.36,180,AE,US,allowed,fallback
tx_46531,US,0.73,163,AE,US,allowed,allowed
tx_5456,EU,0.16,135,US,MX,allowed,fallback
tx_24094,US,0.41,131,US,FR,allowed,fallback
tx_19737,APAC,0.01,162,DE,US,allowed,fallback
tx_10238,MENA,0.43,170,BR,MX,allowed,fallback
tx_26348,EU,0.11,135,AE,SA,allowed,fallback
tx_32888,APAC,0.3,123,CN,MX,allowed,fallback
tx_13739,US,0.4,170,US,US,allowed,fallback
tx_4350,LATAM,0.02,135,CN,FR,allowed,fallback
tx_38105,APAC,0.06,145,US,FR,allowed,allowed
tx_12910,APAC,0.24,135,AE,SA,allowed,fallback
tx_20825,US,0.37,146,DE,JP,allowed,fallback
tx_3297,MENA,0.4,135,AE,MX,allowed,fallback
tx_6459,US,0.13,135,BR,SA,allowed,fallback
tx_6751,APAC,0.34,135,DE,JP,allowed,fallback
tx_41514,MENA,0.77,137,CN,US,allowed,allowed
tx_41792,EU,0.98,93,DE,JP,allowed,allowed
tx_44044,LATAM,0.31,126,DE,SA,allowed,allowed
tx_12697,EU,0.26,144,AE,MX,allowed,fallback
tx_23721,LATAM,0.4,135,DE,FR,allowed,fallback
tx_14718,LATAM,0.4,127,US,SA,allowed,fallback
tx_17117,US,0.4,129,BR,JP,allowed,fallback
tx_29234,LATAM,0.4,135,BR,FR,allowed,fallback
tx_11179,US,0.4,135,AE,JP,allowed,fallback
tx_24297,APAC,0.4,153,US,MX,allowed,fallback
tx_1438,LATAM,0.25,134,BR,JP,allowed,fallback
tx_43440,LATAM,0.41,53,US,MX,allowed,allowed
tx_20672,LATAM,0.04,135,BR,MX,allowed,fallback
tx_4633,LATAM,0.44,135,AE,JP,allowed,fallback
tx_41491,APAC,0.83,76,US,US,allowed,allowed
tx_36368,LATAM,0.13,178,DE,JP,allowed,allowed
tx_7411,EU,0.4,135,DE,SA,allowed,fallback
tx_17962,EU,0.4,129,CN,US,allowed,fallback
tx_35597,APAC,0.61,74,DE,FR,allowed,allowed
tx_46947,LATAM,0.8,40,BR,MX,allowed,allowed
tx_36658,APAC,0.79,130,AE,MX,allowed,allowed
tx_41368,EU,0.67,76,CN,SA,allowed,allowed
tx_11407,EU,0.31,135,BR,MX,allowed,fallback
tx_43767,APAC,0.92,84,CN,US,allowed,allowed
tx_29166,EU,0.4,135,AE,US,allowed,fallback
tx_15645,EU,0.14,135,US,US,allowed,fallback
tx_15009,LATAM,0.19,135,US,US,allowed,fallback
tx_668,MENA,0.98,107,CU,US,blocked,blocked
tx_38934,LATAM,0.19,114,US,MX,allowed,allowed
tx_12712,APAC,0.4,135,US,FR,allowed,fallback
tx_16287,US,0.4,135,AE,MX,allowed,fallback
tx_36930,LATAM,0.61,163,DE,MX,allowed,allowed
tx_11121,MENA,0.28,135,BR,MX,allowed,fallback
tx_20111,US,0.4,176,AE,FR,allowed,fallback
tx_25713,US,0.23,135,US,MX,allowed,fallback
tx_15720,LATAM,0.4,135,DE,SA,allowed,fallback
tx_43585,US,0.55,94,DE,SA,allowed,allowed
tx_42488,MENA,0.96,137,AE,MX,allowed,allowed
tx_14885,LATAM,0.28,135,US,US,allowed,fallback
tx_24583,LATAM,0.15,135,CN,US,allowed,fallback
tx_23193,LATAM,0.4,135,BR,FR,allowed,fallback
tx_6758,EU,0.4,178,US,US,allowed,fallback
tx_26196,US,0.4,135,CN,MX,allowed,fallback
tx_35572,APAC,0.01,76,CN,US,allowed,allowed
tx_34587,EU,0.85,56,AE,JP,allowed,allowed
tx_48257,LATAM,0.29,75,AE,US,allowed,allowed
tx_11219,US,0.24,128,US,SA,allowed,fallback
tx_1262,APAC,0.8,101,SY,SA,blocked,blocked
tx_6429,EU,0.4,173,DE,MX,allowed,fallback
tx_45522,MENA,0.2,53,CN,JP,allowed,allowed
tx_14738,LATAM,0.4,139,CN,US,allowed,fallback
tx_7040,MENA,0.4,130,CN,MX,allowed,fallback
tx_46048,APAC,0.58,154,CN,JP,allowed,allowed
tx_8274,LATAM,0.3,135,AE,SA,allowed,fallback
tx_10964,EU,0.4,135,AE,SA,allowed,fallback
tx_10035,APAC,0.34,163,US,JP,allowed,fallback
tx_11430,MENA,0.12,135,US,US,allowed,fallback
tx_20066,US,0.4,135,AE,US,allowed,fallback
tx_37382,LATAM,0.64,33,AE,SA,allowed,allowed
tx_2868,APAC,0.4,134,CN,FR,allowed,fallback
tx_22959,EU,0.4,129,BR,MX,allowed,fallback
tx_37961,LATAM,0.65,31,US,US,allowed,allowed
tx_27745,APAC,0.4,135,DE,JP,allowed,fallback
tx_6913,LATAM,0.01,131,DE,MX,allowed,fallback
tx_31897,EU,0.4,135,DE,JP,allowed,fallback
tx_24791,EU,0.4,135,US,JP,allowed,fallback
tx_6892,MENA,0.34,143,AE,FR,allowed,fallback
tx_2529,US,0.12,135,BR,SA,allowed,fallback
tx_25971,EU,0.11,135,DE,JP,allowed,fallback
tx_31262,EU,0.4,135,BR,FR,allowed,fallback
tx_29765,US,0.43,135,US,FR,allowed,fallback
tx_4175,US,0.4,135,BR,FR,allowed,fallback
tx_32346,LATAM,0.4,166,BR,JP,allowed,fallback
tx_2419,US,0.4,152,US,FR,allowed,fallback
tx_424,EU,0.29,113,KP,JP,blocked,blocked
tx_806,APAC,0.58,135,KP,SA,blocked,blocked
tx_43573,APAC,0.77,106,DE,MX,allowed,allowed
tx_43254,LATAM,0.9,116,CN,FR,allowed,allowed
tx_11464,US,0.42,141,AE,SA,allowed,fallback
tx_10556,US,0.18,135,BR,US,allowed,fallback
tx_43681,APAC,0.69,82,BR,US,allowed,allowed
tx_24423,MENA,0.4,135,AE,MX,allowed,fallback
tx_6165,EU,0.38,135,DE,JP,allowed,fallback
tx_2588,MENA,0.4,135,BR,US,allowed,fallback
tx_20508,US,0.4,135,AE,MX,allowed,fallback
tx_35606,LATAM,0.56,152,BR,SA,allowed,allowed
tx_48904,US,0.91,37,DE,JP,allowed,allowed
tx_23234,LATAM,0.33,135,CN,US,allowed,fallback
tx_45141,APAC,0.2,82,DE,FR,allowed,allowed
tx_29277,US,0.16,135,CN,MX,allowed,fallback
tx_24270,MENA,0.4,129,AE,FR,allowed,fallback
tx_49343,MENA,0.52,122,US,SA,allowed,allowed
tx_27199,EU,0.22,135,CN,MX,allowed,fallback
tx_24799,US,0.4,135,CN,FR,allowed,fallback
tx_29138,LATAM,0.4,135,CN,FR,allowed,fallback
tx_15685,APAC,0.4,152,BR,US,allowed,fallback
tx_4586,EU,0.4,135,BR,JP,allowed,fallback
tx_29460,APAC,0.4,135,CN,SA,allowed,fallback
tx_22592,APAC,0.02,122,AE,SA,allowed,fallback
tx_44689,LATAM,0.83,65,CN,JP,allowed,allowed
tx_2591,LATAM,0.4,135,CN,SA,allowed,fallback
tx_1968,APAC,0.4,135,DE,US,allowed,fallback
tx_31349,US,0.4,135,BR,US,allowed,fallback
tx_43764,LATAM,0.21,72,AE,US,allowed,allowed
tx_38342,US,0.51,102,CN,JP,allowed,allowed
tx_46113,LATAM,0.57,146,CN,JP,allowed,allowed
tx_23926,MENA,0.21,135,DE,FR,allowed,fallback
tx_47237,MENA,0.97,143,BR,MX,allowed,allowed
tx_3265,EU,0.32,135,CN,SA,allowed,fallback
tx_26241,LATAM,0.4,135,DE,MX,allowed,fallback
tx_3394,APAC,0.4,135,US,FR,allowed,fallback
tx_18812,US,0.25,135,BR,JP,allowed,fallback
tx_16189,US,0.4,135,BR,MX,allowed,fallback
tx_37744,MENA,0.7,176,DE,US,allowed,allowed
tx_42521,LATAM,0.18,157,AE,US,allowed,allowed
tx_9401,APAC,0.4,163,DE,MX,allowed,fallback
tx_29057,EU,0.39,160,AE,SA,allowed,fallback
tx_20660,US,0.4,135,DE,FR,allowed,fallback
tx_49007,LATAM,0.74,164,CN,US,allowed,allowed
tx_42359,APAC,0.48,169,BR,MX,allowed,allowed
tx_8649,US,0.4,135,AE,SA,allowed,fallback
tx_24377,EU,0.4,156,DE,US,allowed,fallback
tx_46455,APAC,0.74,161,BR,FR,allowed,allowed
tx_21935,APAC,0.4,135,BR,SA,allowed,fallback
tx_27273,LATAM,0.4,135,DE,MX,allowed,fallback
tx_21094,LATAM,0.43,135,BR,SA,allowed,fallback
tx_45751,EU,0.92,49,US,SA,allowed,allowed
tx_26258,US,0.4,135,BR,JP,allowed,fallback
tx_48029,US,0.7,106,DE,SA,allowed,allowed
tx_17436,US,0.4,135,AE,MX,allowed,fallback
tx_49887,LATAM,0.87,34,US,SA,allowed,allowed
tx_49142,MENA,0.96,80,DE,MX,allowed,allowed
tx_33292,EU,0.4,135,CN,FR,allowed,fallback
tx_20804,APAC,0.2,152,CN,JP,allowed,fallback
tx_8998,US,0.4,136,BR,MX,allowed,fallback
tx_8926,APAC,0.4,129,AE,FR,allowed,fallback
tx_34747,MENA,0.44,57,DE,MX,allowed,allowed
tx_11823,EU,0.07,135,US,JP,allowed,fallback
tx_38852,US,0.18,93,DE,SA,allowed,allowed
tx_45083,LATAM,0.99,124,CN,JP,allowed,allowed
tx_19195,MENA,0.4,160,BR,MX,allowed,fallback
tx_42062,LATAM,0.7,162,DE,FR,allowed,allowed
tx_39563,LATAM,0.81,142,CN,MX,allowed,allowed
tx_29404,US,0.4,176,US,SA,allowed,fallback
tx_11293,LATAM,0.4,135,BR,FR,allowed,fallback
tx_23050,MENA,0.19,155,US,MX,allowed,fallback
tx_32547,MENA,0.01,167,CN,JP,allowed,fallback
tx_30456,APAC,0.39,135,US,MX,allowed,fallback
tx_14816,LATAM,0.4,135,BR,SA,allowed,fallback
tx_14303,US,0.4,135,CN,MX,allowed,fallback
tx_20538,MENA,0.13,127,CN,FR,allowed,fallback
tx_37172,APAC,0.21,178,CN,US,allowed,allowed
tx_45725,LATAM,0.58,151,DE,MX,allowed,allowed
tx_49122,APAC,0.55,123,BR,JP,allowed,allowed
tx_23477,EU,0.4,178,BR,US,allowed,fallback
tx_35985,US,0.35,58,AE,SA,allowed,allowed
tx_9216,APAC,0.1,135,DE,FR,allowed,fallback
tx_12301,EU,0.16,135,CN,FR,allowed,fallback
tx_28929,EU,0.02,122,US,SA,allowed,fallback
tx_28529,LATAM,0.4,125,US,MX,allowed,fallback
tx_11638,APAC,0.4,135,BR,JP,allowed,fallback
tx_26232,US,0.4,135,DE,JP,allowed,fallback
tx_41804,EU,0.21,32,AE,SA,allowed,allowed
tx_32928,EU,0.37,133,AE,SA,allowed,fallback
tx_5150,LATAM,0.4,128,US,US,allowed,fallback
tx_2498,MENA,0.43,135,AE,US,allowed,fallback
tx_23795,MENA,0.4,141,AE,MX,allowed,fallback
tx_44568,APAC,0.77,140,DE,MX,allowed,allowed
tx_22179,APAC,0.28,135,DE,US,allowed,fallback
tx_22652,MENA,0.4,173,AE,JP,allowed,fallback
tx_20444,EU,0.4,165,AE,SA,allowed,fallback
tx_44501,APAC,0.71,78,DE,US,allowed,allowed
tx_26928,EU,0.4,134,BR,MX,allowed,fallback
tx_12,MENA,0.26,33,RU,JP,blocked,blocked
tx_1720,US,0.28,135,US,JP,allowed,fallback
tx_42441,EU,0.11,87,CN,FR,allowed,allowed
tx_18098,LATAM,0.4,135,US,MX,allowed,fallback
tx_9250,US,0.4,135,CN,FR,allowed,fallback
tx_19154,APAC,0.4,135,AE,MX,allowed,fallback
tx_16806,LATAM,0.05,143,BR,FR,allowed,fallback
tx_27277,EU,0.33,121,BR,MX,allowed,fallback
tx_20298,APAC,0.06,135,BR,MX,allowed,fallback
tx_25660,EU,0.25,135,DE,FR,allowed,fallback
tx_38313,EU,1.0,151,DE,MX,allowed,allowed
tx_13804,US,0.4,135,CN,US,allowed,fallback
tx_41704,US,0.56,47,US,SA,allowed,allowed
tx_37163,APAC,0.42,108,DE,FR,allowed,allowed
tx_38599,LATAM,0.92,128,US,US,allowed,allowed
tx_30716,APAC,0.4,135,AE,SA,allowed,fallback
tx_20761,US,0.4,177,AE,US,allowed,fallback
tx_34264,LATAM,0.48,52,AE,MX,allowed,allowed
tx_6762,US,0.03,135,DE,US,allowed,fallback
tx_4974,MENA,0.4,142,US,SA,allowed,fallback
tx_10179,APAC,0.4,135,DE,JP,allowed,fallback
tx_48717,APAC,0.26,74,US,SA,allowed,allowed
tx_48335,US,0.76,130,DE,MX,allowed,allowed
tx_41288,EU,0.13,34,US,JP,allowed,allowed
tx_46640,EU,0.52,114,DE,MX,allowed,allowed
tx_32531,US,0.19,135,US,MX,allowed,fallback
tx_2493,US,0.39,135,AE,FR,allowed,fallback
tx_4424,APAC,0.1,160,CN,JP,allowed,fallback
tx_37105,LATAM,0.36,134,BR,MX,allowed,allowed
tx_16523,EU,0.29,175,BR,SA,allowed,fallback
tx_11236,LATAM,0.24,137,DE,FR,allowed,fallback
tx_3306,APAC,0.4,140,BR,US,allowed,fallback
tx_18000,MENA,0.4,179,CN,JP,allowed,fallback
tx_33201,EU,0.23,135,US,SA,allowed,fallback
tx_13360,US,0.4,135,CN,US,allowed,fallback
tx_2856,APAC,0.1,135,BR,JP,allowed,fallback
tx_14526,EU,0.4,135,CN,FR,allowed,fallback
tx_16056,US,0.4,122,AE,FR,allowed,fallback
tx_7133,MENA,0.4,135,US,FR,allowed,fallback
tx_11804,EU,0.14,146,BR,JP,allowed,fallback
tx_35454,MENA,0.54,178,US,JP,allowed,allowed
tx_4507,EU,0.4,170,US,MX,allowed,fallback
tx_31430,EU,0.13,135,BR,JP,allowed,fallback
tx_36518,MENA,0.29,41,BR,SA,allowed,allowed
tx_42606,EU,0.73,135,AE,JP,allowed,allowed
tx_19705,US,0.21,135,US,SA,allowed,fallback
tx_38639,APAC,0.24,165,US,US,allowed,allowed
tx_41586,MENA,0.67,121,DE,FR,allowed,allowed
tx_44054,APAC,0.67,101,CN,FR,allowed,allowed
tx_30812,MENA,0.4,153,DE,US,allowed,fallback
tx_10577,MENA,0.4,135,CN,SA,allowed,fallback
tx_35744,APAC,0.64,136,US,SA,allowed,allowed
tx_27090,EU,0.4,135,DE,MX,allowed,fallback
tx_30642,EU,0.05,134,AE,MX,allowed,fallback
tx_25806,APAC,0.43,135,DE,US,allowed,fallback
tx_37584,APAC,0.34,134,BR,MX,allowed,allowed
tx_8283,LATAM,0.4,135,DE,US,allowed,fallback
tx_29206,EU,0.44,135,AE,MX,allowed,fallback
tx_28793,US,0.4,135,CN,FR,allowed,fallback
tx_22154,EU,0.4,135,US,FR,allowed,fallback
tx_474,US,0.52,165,RU,FR,blocked,blocked
tx_42745,MENA,0.89,65,US,US,allowed,allowed
tx_7970,LATAM,0.4,176,DE,MX,allowed,fallback
tx_45099,EU,0.71,118,CN,FR,allowed,allowed
tx_38898,EU,0.81,73,BR,SA,allowed,allowed
tx_18419,EU,0.4,160,DE,JP,allowed,fallback
tx_16166,MENA,0.3,178,BR,US,allowed,fallback
tx_2,US,0.46,124,SY,US,blocked,blocked
tx_39285,EU,0.89,173,DE,FR,allowed,allowed
tx_47833,US,0.76,38,DE,US,allowed,allowed
tx_6806,APAC,0.4,135,US,JP,allowed,fallback
tx_45090,MENA,0.56,55,DE,MX,allowed,allowed
tx_629,MENA,0.46,101,IR,US,blocked,blocked
tx_22157,APAC,0.4,135,DE,JP,allowed,fallback
tx_26487,US,0.43,135,DE,FR,allowed,fallback
tx_17506,APAC,0.4,179,BR,US,allowed,fallback
tx_46211,US,0.77,100,US,SA,allowed,allowed
tx_31369,EU,0.4,135,CN,JP,allowed,fallback
tx_8251,LATAM,0.12,135,BR,FR,allowed,fallback
tx_2592,MENA,0.11,178,US,SA,allowed,fallback
tx_13903,US,0.4,135,AE,FR,allowed,fallback
tx_19238,EU,0.4,135,US,SA,allowed,fallback
tx_20910,LATAM,0.16,135,AE,FR,allowed,fallback
tx_41587,US,0.02,126,DE,US,allowed,allowed
tx_46868,LATAM,0.0,99,BR,SA,allowed,allowed
tx_7623,MENA,0.4,135,CN,SA,allowed,fallback
tx_45296,MENA,0.71,163,AE,US,allowed,allowed
tx_19463,EU,0.4,163,US,SA,allowed,fallback
tx_31666,LATAM,0.4,154,CN,SA,allowed,fallback
tx_18147,US,0.4,135,CN,SA,allowed,fallback
tx_35796,LATAM,0.44,156,DE,MX,allowed,allowed
tx_18818,US,0.01,156,BR,US,allowed,fallback
tx_42092,LATAM,0.33,159,BR,US,allowed,allowed
tx_46593,MENA,0.62,93,DE,JP,allowed,allowed
tx_29840,LATAM,0.42,135,CN,MX,allowed,fallback
tx_10978,EU,0.08,131,BR,US,allowed,fallback
tx_28137,US,0.35,135,BR,MX,allowed,fallback
tx_31217,EU,0.4,135,BR,US,allowed,fallback
tx_22111,APAC,0.1,135,US,MX,allowed,fallback
tx_38637,EU,0.04,180,DE,MX,allowed,allowed
tx_1239,MENA,0.37,120,IR,JP,blocked,blocked
tx_20637,MENA,0.4,154,AE,SA,allowed,fallback
tx_23406,MENA,0.4,144,CN,FR,allowed,fallback
tx_36215,APAC,0.24,67,BR,MX,allowed,allowed
tx_20782,LATAM,0.4,135,CN,JP,allowed,fallback
tx_13867,APAC,0.33,129,CN,SA,allowed,fallback
tx_39337,EU,0.73,65,DE,MX,allowed,allowed
tx_32697,EU,0.08,164,BR,MX,allowed,fallback
tx_24337,EU,0.4,132,DE,FR,allowed,fallback
tx_7345,MENA,0.02,135,AE,SA,allowed,fallback
tx_47378,EU,0.58,175,BR,US,allowed,allowed
tx_24211,US,0.43,163,DE,US,allowed,fallback
tx_22918,APAC,0.4,135,US,FR,allowed,fallback
tx_12485,MENA,0.4,135,AE,SA,allowed,fallback
tx_36705,APAC,0.17,60,DE,US,allowed,allowed
tx_45092,APAC,0.71,132,DE,FR,allowed,allowed
tx_25638,MENA,0.4,138,CN,SA,allowed,fallback
tx_1916,LATAM,0.4,123,AE,US,allowed,fallback
tx_48821,MENA,0.74,157,AE,JP,allowed,allowed
tx_8406,APAC,0.38,122,AE,US,allowed,fallback
tx_29762,MENA,0.4,147,US,US,allowed,fallback
tx_48199,LATAM,0.67,149,BR,JP,allowed,allowed
tx_37468,EU,0.04,166,DE,US,allowed,allowed
tx_49480,APAC,0.25,134,BR,JP,allowed,allowed
tx_45403,US,0.74,110,BR,JP,allowed,allowed
tx_21979,MENA,0.17,154,US,MX,allowed,fallback
tx_40995,APAC,0.48,135,DE,SA,allowed,allowed
tx_44357,LATAM,0.27,136,AE,MX,allowed,allowed
tx_29107,US,0.4,127,US,FR,allowed,fallback
tx_33179,MENA,0.15,135,AE,JP,allowed,fallback
tx_46307,LATAM,0.84,98,AE,JP,allowed,allowed
tx_43008,LATAM,0.29,159,AE,MX,allowed,allowed
tx_22085,LATAM,0.31,135,BR,JP,allowed,fallback
tx_30361,MENA,0.4,159,US,JP,allowed,fallback
tx_24720,EU,0.01,135,US,US,allowed,fallback
tx_43890,US,0.85,98,AE,FR,allowed,allowed
tx_36687,EU,0.39,40,BR,US,allowed,allowed
tx_25149,LATAM,0.4,135,AE,US,allowed,fallback
tx_45087,MENA,0.71,72,DE,US,allowed,allowed
tx_48426,MENA,0.52,123,CN,FR,allowed,allowed
tx_49251,MENA,0.15,180,DE,JP,allowed,allowed
tx_29495,US,0.02,135,BR,JP,allowed,fallback
tx_35611,EU,0.28,60,CN,SA,allowed,allowed
tx_42440,EU,0.57,82,US,MX,allowed,allowed
tx_3754,US,0.4,135,CN,FR,allowed,fallback
tx_43371,APAC,0.76,51,US,MX,allowed,allowed
tx_40569,APAC,0.28,134,BR,US,allowed,allowed
tx_26287,US,0.1,135,CN,US,allowed,fallback
tx_16581,APAC,0.4,135,CN,MX,allowed,fallback
tx_27638,US,0.4,135,BR,FR,allowed,fallback
tx_36467,APAC,0.49,97,US,FR,allowed,allowed
tx_28696,LATAM,0.4,170,DE,FR,allowed,fallback
tx_24196,US,0.05,135,US,FR,allowed,fallback
tx_43714,MENA,0.13,101,BR,MX,allowed,allowed
tx_12001,LATAM,0.4,135,DE,JP,allowed,fallback
tx_8750,US,0.4,121,CN,SA,allowed,fallback
