tx_id,ops_count,latency_ms,fee_xrp,routing,compliance
xrpl_tx_23553,1,95,1.2e-05,XRP only,None
xrpl_tx_23554,1,95,1.2e-05,XRP only,None
xrpl_tx_23555,1,95,1.2e-05,XRP only,None
xrpl_tx_23556,1,95,1.2e-05,XRP only,None
xrpl_tx_23557,1,95,1.2e-05,XRP only,None
xrpl_tx_23558,1,95,1.2e-05,XRP only,None
xrpl_tx_23559,1,95,1.2e-05,XRP only,None
xrpl_tx_23560,1,95,1.2e-05,XRP only,None
xrpl_tx_23561,1,95,1.2e-05,XRP only,None
xrpl_tx_23562,1,95,1.2e-05,XRP only,None
xrpl_tx_23563,1,95,1.2e-05,XRP only,None
xrpl_tx_23564,1,95,1.2e-05,XRP only,None
xrpl_tx_23565,1,95,1.2e-05,XRP only,None
xrpl_tx_23566,1,95,1.2e-05,XRP only,None
xrpl_tx_23567,1,95,1.2e-05,XRP only,None
xrpl_tx_23568,1,95,1.2e-05,XRP only,None
xrpl_tx_23569,1,95,1.2e-05,XRP only,None
xrpl_tx_23570,1,95,1.2e-05,XRP only,None
xrpl_tx_23571,1,95,1.2e-05,XRP only,None
xrpl_tx_23572,1,95,1.2e-05,XRP only,None
xrpl_tx_23573,1,95,1.2e-05,XRP only,None
xrpl_tx_23574,1,95,1.2e-05,XRP only,None
xrpl_tx_23575,1,95,1.2e-05,XRP only,None
xrpl_tx_23576,1,95,1.2e-05,XRP only,None
xrpl_tx_23577,1,95,1.2e-05,XRP only,None
xrpl_tx_23578,1,95,1.2e-05,XRP only,None
xrpl_tx_23579,1,95,1.2e-05,XRP only,None
xrpl_tx_23580,1,95,1.2e-05,XRP only,None
xrpl_tx_23581,1,95,1.2e-05,XRP only,None
xrpl_tx_23582,1,95,1.2e-05,XRP only,None
xrpl_tx_23583,1,95,1.2e-05,XRP only,None
xrpl_tx_23584,1,95,1.2e-05,XRP only,None
xrpl_tx_23585,1,95,1.2e-05,XRP only,None
xrpl_tx_23586,1,95,1.2e-05,XRP only,None
xrpl_tx_23587,1,95,1.2e-05,XRP only,None
xrpl_tx_23588,1,95,1.2e-05,XRP only,None
xrpl_tx_23589,1,95,1.2e-05,XRP only,None
xrpl_tx_23590,1,95,1.2e-05,XRP only,None
xrpl_tx_23591,1,95,1.2e-05,XRP only,None
xrpl_tx_23592,1,95,1.2e-05,XRP only,None
xrpl_tx_23593,1,95,1.2e-05,XRP only,None
xrpl_tx_23594,1,95,1.2e-05,XRP only,None
xrpl_tx_23595,1,95,1.2e-05,XRP only,None
xrpl_tx_23596,1,95,1.2e-05,XRP only,None
xrpl_tx_23597,1,95,1.2e-05,XRP only,None
xrpl_tx_23598,1,95,1.2e-05,XRP only,None
xrpl_tx_23599,1,95,1.2e-05,XRP only,None
xrpl_tx_23600,1,95,1.2e-05,XRP only,None
xrpl_tx_23601,1,95,1.2e-05,XRP only,None
xrpl_tx_23602,1,95,1.2e-05,XRP only,None
xrpl_tx_23603,1,95,1.2e-05,XRP only,None
xrpl_tx_23604,1,95,1.2e-05,XRP only,None
xrpl_tx_23605,1,95,1.2e-05,XRP only,None
xrpl_tx_23606,1,95,1.2e-05,XRP only,None
xrpl_tx_23607,1,95,1.2e-05,XRP only,None
xrpl_tx_23608,1,95,1.2e-05,XRP only,None
xrpl_tx_23609,1,95,1.2e-05,XRP only,None
xrpl_tx_23610,1,95,1.2e-05,XRP only,None
xrpl_tx_23611,1,95,1.2e-05,XRP only,None
xrpl_tx_23612,1,95,1.2e-05,XRP only,None
xrpl_tx_23613,1,95,1.2e-05,XRP only,None
xrpl_tx_23614,1,95,1.2e-05,XRP only,None
xrpl_tx_23615,1,95,1.2e-05,XRP only,None
xrpl_tx_23616,1,95,1.2e-05,XRP only,None
xrpl_tx_23617,1,95,1.2e-05,XRP only,None
xrpl_tx_23618,1,95,1.2e-05,XRP only,None
xrpl_tx_23619,1,95,1.2e-05,XRP only,None
xrpl_tx_23620,1,95,1.2e-05,XRP only,None
xrpl_tx_23621,1,95,1.2e-05,XRP only,None
xrpl_tx_23622,1,95,1.2e-05,XRP only,None
xrpl_tx_23623,1,95,1.2e-05,XRP only,None
xrpl_tx_23624,1,95,1.2e-05,XRP only,None
xrpl_tx_23625,1,95,1.2e-05,XRP only,None
xrpl_tx_23626,1,95,1.2e-05,XRP only,None
xrpl_tx_23627,1,95,1.2e-05,XRP only,None
xrpl_tx_23628,1,95,1.2e-05,XRP only,None
xrpl_tx_23629,1,95,1.2e-05,XRP only,None
xrpl_tx_23630,1,95,1.2e-05,XRP only,None
xrpl_tx_23631,1,95,1.2e-05,XRP only,None
xrpl_tx_23632,1,95,1.2e-05,XRP only,None
xrpl_tx_23633,1,95,1.2e-05,XRP only,None
xrpl_tx_23634,1,95,1.2e-05,XRP only,None
xrpl_tx_23635,1,95,1.2e-05,XRP only,None
xrpl_tx_23636,1,95,1.2e-05,XRP only,None
xrpl_tx_23637,1,95,1.2e-05,XRP only,None
xrpl_tx_23638,1,95,1.2e-05,XRP only,None
xrpl_tx_23639,1,95,1.2e-05,XRP only,None
xrpl_tx_23640,1,95,1.2e-05,XRP only,None
xrpl_tx_23641,1,95,1.2e-05,XRP only,None
xrpl_tx_23642,1,95,1.2e-05,XRP only,None
xrpl_tx_23643,1,95,1.2e-05,XRP only,None
xrpl_tx_23644,1,95,1.2e-05,XRP only,None
xrpl_tx_23645,1,95,1.2e-05,XRP only,None
xrpl_tx_23646,1,95,1.2e-05,XRP only,None
xrpl_tx_23647,1,95,1.2e-05,XRP only,None
xrpl_tx_23648,1,95,1.2e-05,XRP only,None
xrpl_tx_23649,1,95,1.2e-05,XRP only,None
xrpl_tx_23650,1,95,1.2e-05,XRP only,None
xrpl_tx_23651,1,95,1.2e-05,XRP only,None
xrpl_tx_23652,1,95,1.2e-05,XRP only,None
xrpl_tx_23653,1,95,1.2e-05,XRP only,None
xrpl_tx_23654,1,95,1.2e-05,XRP only,None
xrpl_tx_23655,1,95,1.2e-05,XRP only,None
xrpl_tx_23656,1,95,1.2e-05,XRP only,None
xrpl_tx_23657,1,95,1.2e-05,XRP only,None
xrpl_tx_23658,1,95,1.2e-05,XRP only,None
xrpl_tx_23659,1,95,1.2e-05,XRP only,None
xrpl_tx_23660,1,95,1.2e-05,XRP only,None
xrpl_tx_23661,1,95,1.2e-05,XRP only,None
xrpl_tx_23662,1,95,1.2e-05,XRP only,None
xrpl_tx_23663,1,95,1.2e-05,XRP only,None
xrpl_tx_23664,1,95,1.2e-05,XRP only,None
xrpl_tx_23665,1,95,1.2e-05,XRP only,None
xrpl_tx_23666,1,95,1.2e-05,XRP only,None
xrpl_tx_23667,1,95,1.2e-05,XRP only,None
xrpl_tx_23668,1,95,1.2e-05,XRP only,None
xrpl_tx_23669,1,95,1.2e-05,XRP only,None
xrpl_tx_23670,1,95,1.2e-05,XRP only,None
xrpl_tx_23671,1,95,1.2e-05,XRP only,None
xrpl_tx_23672,1,95,1.2e-05,XRP only,None
xrpl_tx_23673,1,95,1.2e-05,XRP only,None
xrpl_tx_23674,1,95,1.2e-05,XRP only,None
xrpl_tx_23675,1,95,1.2e-05,XRP only,None
xrpl_tx_23676,1,95,1.2e-05,XRP only,None
xrpl_tx_23677,1,95,1.2e-05,XRP only,None
xrpl_tx_23678,1,95,1.2e-05,XRP only,None
xrpl_tx_23679,1,95,1.2e-05,XRP only,None
xrpl_tx_23680,1,95,1.2e-05,XRP only,None
xrpl_tx_23681,1,95,1.2e-05,XRP only,None
xrpl_tx_23682,1,95,1.2e-05,XRP only,None
xrpl_tx_23683,1,95,1.2e-05,XRP only,None
xrpl_tx_23684,1,95,1.2e-05,XRP only,None
xrpl_tx_23685,1,95,1.2e-05,XRP only,None
xrpl_tx_23686,1,95,1.2e-05,XRP only,None
xrpl_tx_23687,1,95,1.2e-05,XRP only,None
xrpl_tx_23688,1,95,1.2e-05,XRP only,None
xrpl_tx_23689,1,95,1.2e-05,XRP only,None
xrpl_tx_23690,1,95,1.2e-05,XRP only,None
xrpl_tx_23691,1,95,1.2e-05,XRP only,None
xrpl_tx_23692,1,95,1.2e-05,XRP only,None
xrpl_tx_23693,1,95,1.2e-05,XRP only,None
xrpl_tx_23694,1,95,1.2e-05,XRP only,None
xrpl_tx_23695,1,95,1.2e-05,XRP only,None
xrpl_tx_23696,1,95,1.2e-05,XRP only,None
xrpl_tx_23697,1,95,1.2e-05,XRP only,None
xrpl_tx_23698,1,95,1.2e-05,XRP only,None
xrpl_tx_23699,1,95,1.2e-05,XRP only,None
xrpl_tx_23700,1,95,1.2e-05,XRP only,None
xrpl_tx_23701,1,95,1.2e-05,XRP only,None
xrpl_tx_23702,1,95,1.2e-05,XRP only,None
xrpl_tx_23703,1,95,1.2e-05,XRP only,None
xrpl_tx_23704,1,95,1.2e-05,XRP only,None
xrpl_tx_23705,1,95,1.2e-05,XRP only,None
xrpl_tx_23706,1,95,1.2e-05,XRP only,None
xrpl_tx_23707,1,95,1.2e-05,XRP only,None
xrpl_tx_23708,1,95,1.2e-05,XRP only,None
xrpl_tx_23709,1,95,1.2e-05,XRP only,None
xrpl_tx_23710,1,95,1.2e-05,XRP only,None
xrpl_tx_23711,1,95,1.2e-05,XRP only,None
xrpl_tx_23712,1,95,1.2e-05,XRP only,None
xrpl_tx_23713,1,95,1.2e-05,XRP only,None
xrpl_tx_23714,1,95,1.2e-05,XRP only,None
xrpl_tx_23715,1,95,1.2e-05,XRP only,None
xrpl_tx_23716,1,95,1.2e-05,XRP only,None
xrpl_tx_23717,1,95,1.2e-05,XRP only,None
xrpl_tx_23718,1,95,1.2e-05,XRP only,None
xrpl_tx_23719,1,95,1.2e-05,XRP only,None
xrpl_tx_23720,1,95,1.2e-05,XRP only,None
xrpl_tx_23721,1,95,1.2e-05,XRP only,None
xrpl_tx_23722,1,95,1.2e-05,XRP only,None
xrpl_tx_23723,1,95,1.2e-05,XRP only,None
xrpl_tx_23724,1,95,1.2e-05,XRP only,None
xrpl_tx_23725,1,95,1.2e-05,XRP only,None
xrpl_tx_23726,1,95,1.2e-05,XRP only,None
xrpl_tx_23727,1,95,1.2e-05,XRP only,None
xrpl_tx_23728,1,95,1.2e-05,XRP only,None
xrpl_tx_23729,1,95,1.2e-05,XRP only,None
xrpl_tx_23730,1,95,1.2e-05,XRP only,None
xrpl_tx_23731,1,95,1.2e-05,XRP only,None
xrpl_tx_23732,1,95,1.2e-05,XRP only,None
xrpl_tx_23733,1,95,1.2e-05,XRP only,None
xrpl_tx_23734,1,95,1.2e-05,XRP only,None
xrpl_tx_23735,1,95,1.2e-05,XRP only,None
xrpl_tx_23736,1,95,1.2e-05,XRP only,None
xrpl_tx_23737,1,95,1.2e-05,XRP only,None
xrpl_tx_23738,1,95,1.2e-05,XRP only,None
xrpl_tx_23739,1,95,1.2e-05,XRP only,None
xrpl_tx_23740,1,95,1.2e-05,XRP only,None
xrpl_tx_23741,1,95,1.2e-05,XRP only,None
xrpl_tx_23742,1,95,1.2e-05,XRP only,None
xrpl_tx_23743,1,95,1.2e-05,XRP only,None
xrpl_tx_23744,1,95,1.2e-05,XRP only,None
xrpl_tx_23745,1,95,1.2e-05,XRP only,None
xrpl_tx_23746,1,95,1.2e-05,XRP only,None
xrpl_tx_23747,1,95,1.2e-05,XRP only,None
xrpl_tx_23748,1,95,1.2e-05,XRP only,None
xrpl_tx_23749,1,95,1.2e-05,XRP only,None
xrpl_tx_23750,1,95,1.2e-05,XRP only,None
xrpl_tx_23751,1,95,1.2e-05,XRP only,None
xrpl_tx_23752,1,95,1.2e-05,XRP only,None
xrpl_tx_23753,1,95,1.2e-05,XRP only,None
xrpl_tx_23754,1,95,1.2e-05,XRP only,None
xrpl_tx_23755,1,95,1.2e-05,XRP only,None
xrpl_tx_23756,1,95,1.2e-05,XRP only,None
xrpl_tx_23757,1,95,1.2e-05,XRP only,None
xrpl_tx_23758,1,95,1.2e-05,XRP only,None
xrpl_tx_23759,1,95,1.2e-05,XRP only,None
xrpl_tx_23760,1,95,1.2e-05,XRP only,None
xrpl_tx_23761,1,95,1.2e-05,XRP only,None
xrpl_tx_23762,1,95,1.2e-05,XRP only,None
xrpl_tx_23763,1,95,1.2e-05,XRP only,None
xrpl_tx_23764,1,95,1.2e-05,XRP only,None
xrpl_tx_23765,1,95,1.2e-05,XRP only,None
xrpl_tx_23766,1,95,1.2e-05,XRP only,None
xrpl_tx_23767,1,95,1.2e-05,XRP only,None
xrpl_tx_23768,1,95,1.2e-05,XRP only,None
xrpl_tx_23769,1,95,1.2e-05,XRP only,None
xrpl_tx_23770,1,95,1.2e-05,XRP only,None
xrpl_tx_23771,1,95,1.2e-05,XRP only,None
xrpl_tx_23772,1,95,1.2e-05,XRP only,None
xrpl_tx_23773,1,95,1.2e-05,XRP only,None
xrpl_tx_23774,1,95,1.2e-05,XRP only,None
xrpl_tx_23775,1,95,1.2e-05,XRP only,None
xrpl_tx_23776,1,95,1.2e-05,XRP only,None
xrpl_tx_23777,1,95,1.2e-05,XRP only,None
xrpl_tx_23778,1,95,1.2e-05,XRP only,None
xrpl_tx_23779,1,95,1.2e-05,XRP only,None
xrpl_tx_23780,1,95,1.2e-05,XRP only,None
xrpl_tx_23781,1,95,1.2e-05,XRP only,None
xrpl_tx_23782,1,95,1.2e-05,XRP only,None
xrpl_tx_23783,1,95,1.2e-05,XRP only,None
xrpl_tx_23784,1,95,1.2e-05,XRP only,None
xrpl_tx_23785,1,95,1.2e-05,XRP only,None
xrpl_tx_23786,1,95,1.2e-05,XRP only,None
xrpl_tx_23787,1,95,1.2e-05,XRP only,None
xrpl_tx_23788,1,95,1.2e-05,XRP only,None
xrpl_tx_23789,1,95,1.2e-05,XRP only,None
xrpl_tx_23790,1,95,1.2e-05,XRP only,None
xrpl_tx_23791,1,95,1.2e-05,XRP only,None
xrpl_tx_23792,1,95,1.2e-05,XRP only,None
xrpl_tx_23793,1,95,1.2e-05,XRP only,None
xrpl_tx_23794,1,95,1.2e-05,XRP only,None
xrpl_tx_23795,1,95,1.2e-05,XRP only,None
xrpl_tx_23796,1,95,1.2e-05,XRP only,None
xrpl_tx_23797,1,95,1.2e-05,XRP only,None
xrpl_tx_23798,1,95,1.2e-05,XRP only,None
xrpl_tx_23799,1,95,1.2e-05,XRP only,None
xrpl_tx_23800,1,95,1.2e-05,XRP only,None
xrpl_tx_23801,1,95,1.2e-05,XRP only,None
xrpl_tx_23802,1,95,1.2e-05,XRP only,None
xrpl_tx_23803,1,95,1.2e-05,XRP only,None
xrpl_tx_23804,1,95,1.2e-05,XRP only,None
xrpl_tx_23805,1,95,1.2e-05,XRP only,None
xrpl_tx_23806,1,95,1.2e-05,XRP only,None
xrpl_tx_23807,1,95,1.2e-05,XRP only,None
xrpl_tx_23808,1,95,1.2e-05,XRP only,None
xrpl_tx_23809,1,95,1.2e-05,XRP only,None
xrpl_tx_23810,1,95,1.2e-05,XRP only,None
xrpl_tx_23811,1,95,1.2e-05,XRP only,None
xrpl_tx_23812,1,95,1.2e-05,XRP only,None
xrpl_tx_23813,1,95,1.2e-05,XRP only,None
xrpl_tx_23814,1,95,1.2e-05,XRP only,None
xrpl_tx_23815,1,95,1.2e-05,XRP only,None
xrpl_tx_23816,1,95,1.2e-05,XRP only,None
xrpl_tx_23817,1,95,1.2e-05,XRP only,None
xrpl_tx_23818,1,95,1.2e-05,XRP only,None
xrpl_tx_23819,1,95,1.2e-05,XRP only,None
xrpl_tx_23820,1,95,1.2e-05,XRP only,None
xrpl_tx_23821,1,95,1.2e-05,XRP only,None
xrpl_tx_23822,1,95,1.2e-05,XRP only,None
xrpl_tx_23823,1,95,1.2e-05,XRP only,None
xrpl_tx_23824,1,95,1.2e-05,XRP only,None
xrpl_tx_23825,1,95,1.2e-05,XRP only,None
xrpl_tx_23826,1,95,1.2e-05,XRP only,None
xrpl_tx_23827,1,95,1.2e-05,XRP only,None
xrpl_tx_23828,1,95,1.2e-05,XRP only,None
xrpl_tx_23829,1,95,1.2e-05,XRP only,None
xrpl_tx_23830,1,95,1.2e-05,XRP only,None
xrpl_tx_23831,1,95,1.2e-05,XRP only,None
xrpl_tx_23832,1,95,1.2e-05,XRP only,None
xrpl_tx_23833,1,95,1.2e-05,XRP only,None
xrpl_tx_23834,1,95,1.2e-05,XRP only,None
xrpl_tx_23835,1,95,1.2e-05,XRP only,None
xrpl_tx_23836,1,95,1.2e-05,XRP only,None
xrpl_tx_23837,1,95,1.2e-05,XRP only,None
xrpl_tx_23838,1,95,1.2e-05,XRP only,None
xrpl_tx_23839,1,95,1.2e-05,XRP only,None
xrpl_tx_23840,1,95,1.2e-05,XRP only,None
xrpl_tx_23841,1,95,1.2e-05,XRP only,None
xrpl_tx_23842,1,95,1.2e-05,XRP only,None
xrpl_tx_23843,1,95,1.2e-05,XRP only,None
xrpl_tx_23844,1,95,1.2e-05,XRP only,None
xrpl_tx_23845,1,95,1.2e-05,XRP only,None
xrpl_tx_23846,1,95,1.2e-05,XRP only,None
xrpl_tx_23847,1,95,1.2e-05,XRP only,None
xrpl_tx_23848,1,95,1.2e-05,XRP only,None
xrpl_tx_23849,1,95,1.2e-05,XRP only,None
xrpl_tx_23850,1,95,1.2e-05,XRP only,None
xrpl_tx_23851,1,95,1.2e-05,XRP only,None
xrpl_tx_23852,1,95,1.2e-05,XRP only,None
xrpl_tx_23853,1,95,1.2e-05,XRP only,None
xrpl_tx_23854,1,95,1.2e-05,XRP only,None
xrpl_tx_23855,1,95,1.2e-05,XRP only,None
xrpl_tx_23856,1,95,1.2e-05,XRP only,None
xrpl_tx_23857,1,95,1.2e-05,XRP only,None
xrpl_tx_23858,1,95,1.2e-05,XRP only,None
xrpl_tx_23859,1,95,1.2e-05,XRP only,None
xrpl_tx_23860,1,95,1.2e-05,XRP only,None
xrpl_tx_23861,1,95,1.2e-05,XRP only,None
xrpl_tx_23862,1,95,1.2e-05,XRP only,None
xrpl_tx_23863,1,95,1.2e-05,XRP only,None
xrpl_tx_23864,1,95,1.2e-05,XRP only,None
xrpl_tx_23865,1,95,1.2e-05,XRP only,None
xrpl_tx_23866,1,95,1.2e-05,XRP only,None
xrpl_tx_23867,1,95,1.2e-05,XRP only,None
xrpl_tx_23868,1,95,1.2e-05,XRP only,None
xrpl_tx_23869,1,95,1.2e-05,XRP only,None
xrpl_tx_23870,1,95,1.2e-05,XRP only,None
xrpl_tx_23871,1,95,1.2e-05,XRP only,None
xrpl_tx_23872,1,95,1.2e-05,XRP only,None
xrpl_tx_23873,1,95,1.2e-05,XRP only,None
xrpl_tx_23874,1,95,1.2e-05,XRP only,None
xrpl_tx_23875,1,95,1.2e-05,XRP only,None
xrpl_tx_23876,1,95,1.2e-05,XRP only,None
xrpl_tx_23877,1,95,1.2e-05,XRP only,None
xrpl_tx_23878,1,95,1.2e-05,XRP only,None
xrpl_tx_23879,1,95,1.2e-05,XRP only,None
xrpl_tx_23880,1,95,1.2e-05,XRP only,None
xrpl_tx_23881,1,95,1.2e-05,XRP only,None
xrpl_tx_23882,1,95,1.2e-05,XRP only,None
xrpl_tx_23883,1,95,1.2e-05,XRP only,None
xrpl_tx_23884,1,95,1.2e-05,XRP only,None
xrpl_tx_23885,1,95,1.2e-05,XRP only,None
xrpl_tx_23886,1,95,1.2e-05,XRP only,None
xrpl_tx_23887,1,95,1.2e-05,XRP only,None
xrpl_tx_23888,1,95,1.2e-05,XRP only,None
xrpl_tx_23889,1,95,1.2e-05,XRP only,None
xrpl_tx_23890,1,95,1.2e-05,XRP only,None
xrpl_tx_23891,1,95,1.2e-05,XRP only,None
xrpl_tx_23892,1,95,1.2e-05,XRP only,None
xrpl_tx_23893,1,95,1.2e-05,XRP only,None
xrpl_tx_23894,1,95,1.2e-05,XRP only,None
xrpl_tx_23895,1,95,1.2e-05,XRP only,None
xrpl_tx_23896,1,95,1.2e-05,XRP only,None
xrpl_tx_23897,1,95,1.2e-05,XRP only,None
xrpl_tx_23898,1,95,1.2e-05,XRP only,None
xrpl_tx_23899,1,95,1.2e-05,XRP only,None
xrpl_tx_23900,1,95,1.2e-05,XRP only,None
xrpl_tx_23901,1,95,1.2e-05,XRP only,None
xrpl_tx_23902,1,95,1.2e-05,XRP only,None
xrpl_tx_23903,1,95,1.2e-05,XRP only,None
xrpl_tx_23904,1,95,1.2e-05,XRP only,None
xrpl_tx_23905,1,95,1.2e-05,XRP only,None
xrpl_tx_23906,1,95,1.2e-05,XRP only,None
xrpl_tx_23907,1,95,1.2e-05,XRP only,None
xrpl_tx_23908,1,95,1.2e-05,XRP only,None
xrpl_tx_23909,1,95,1.2e-05,XRP only,None
xrpl_tx_23910,1,95,1.2e-05,XRP only,None
xrpl_tx_23911,1,95,1.2e-05,XRP only,None
xrpl_tx_23912,1,95,1.2e-05,XRP only,None
xrpl_tx_23913,1,95,1.2e-05,XRP only,None
xrpl_tx_23914,1,95,1.2e-05,XRP only,None
xrpl_tx_23915,1,95,1.2e-05,XRP only,None
xrpl_tx_23916,1,95,1.2e-05,XRP only,None
xrpl_tx_23917,1,95,1.2e-05,XRP only,None
xrpl_tx_23918,1,95,1.2e-05,XRP only,None
xrpl_tx_23919,1,95,1.2e-05,XRP only,None
xrpl_tx_23920,1,95,1.2e-05,XRP only,None
xrpl_tx_23921,1,95,1.2e-05,XRP only,None
xrpl_tx_23922,1,95,1.2e-05,XRP only,None
xrpl_tx_23923,1,95,1.2e-05,XRP only,None
xrpl_tx_23924,1,95,1.2e-05,XRP only,None
xrpl_tx_23925,1,95,1.2e-05,XRP only,None
xrpl_tx_23926,1,95,1.2e-05,XRP only,None
xrpl_tx_23927,1,95,1.2e-05,XRP only,None
xrpl_tx_23928,1,95,1.2e-05,XRP only,None
xrpl_tx_23929,1,95,1.2e-05,XRP only,None
xrpl_tx_23930,1,95,1.2e-05,XRP only,None
xrpl_tx_23931,1,95,1.2e-05,XRP only,None
xrpl_tx_23932,1,95,1.2e-05,XRP only,None
xrpl_tx_23933,1,95,1.2e-05,XRP only,None
xrpl_tx_23934,1,95,1.2e-05,XRP only,None
xrpl_tx_23935,1,95,1.2e-05,XRP only,None
xrpl_tx_23936,1,95,1.2e-05,XRP only,None
xrpl_tx_23937,1,95,1.2e-05,XRP only,None
xrpl_tx_23938,1,95,1.2e-05,XRP only,None
xrpl_tx_23939,1,95,1.2e-05,XRP only,None
xrpl_tx_23940,1,95,1.2e-05,XRP only,None
xrpl_tx_23941,1,95,1.2e-05,XRP only,None
xrpl_tx_23942,1,95,1.2e-05,XRP only,None
xrpl_tx_23943,1,95,1.2e-05,XRP only,None
xrpl_tx_23944,1,95,1.2e-05,XRP only,None
xrpl_tx_23945,1,95,1.2e-05,XRP only,None
xrpl_tx_23946,1,95,1.2e-05,XRP only,None
xrpl_tx_23947,1,95,1.2e-05,XRP only,None
xrpl_tx_23948,1,95,1.2e-05,XRP only,None
xrpl_tx_23949,1,95,1.2e-05,XRP only,None
xrpl_tx_23950,1,95,1.2e-05,XRP only,None
xrpl_tx_23951,1,95,1.2e-05,XRP only,None
xrpl_tx_23952,1,95,1.2e-05,XRP only,None
xrpl_tx_23953,1,95,1.2e-05,XRP only,None
xrpl_tx_23954,1,95,1.2e-05,XRP only,None
xrpl_tx_23955,1,95,1.2e-05,XRP only,None
xrpl_tx_23956,1,95,1.2e-05,XRP only,None
xrpl_tx_23957,1,95,1.2e-05,XRP only,None
xrpl_tx_23958,1,95,1.2e-05,XRP only,None
xrpl_tx_23959,1,95,1.2e-05,XRP only,None
xrpl_tx_23960,1,95,1.2e-05,XRP only,None
xrpl_tx_23961,1,95,1.2e-05,XRP only,None
xrpl_tx_23962,1,95,1.2e-05,XRP only,None
xrpl_tx_23963,1,95,1.2e-05,XRP only,None
xrpl_tx_23964,1,95,1.2e-05,XRP only,None
xrpl_tx_23965,1,95,1.2e-05,XRP only,None
xrpl_tx_23966,1,95,1.2e-05,XRP only,None
xrpl_tx_23967,1,95,1.2e-05,XRP only,None
xrpl_tx_23968,1,95,1.2e-05,XRP only,None
xrpl_tx_23969,1,95,1.2e-05,XRP only,None
xrpl_tx_23970,1,95,1.2e-05,XRP only,None
xrpl_tx_23971,1,95,1.2e-05,XRP only,None
xrpl_tx_23972,1,95,1.2e-05,XRP only,None
xrpl_tx_23973,1,95,1.2e-05,XRP only,None
xrpl_tx_23974,1,95,1.2e-05,XRP only,None
xrpl_tx_23975,1,95,1.2e-05,XRP only,None
xrpl_tx_23976,1,95,1.2e-05,XRP only,None
xrpl_tx_23977,1,95,1.2e-05,XRP only,None
xrpl_tx_23978,1,95,1.2e-05,XRP only,None
xrpl_tx_23979,1,95,1.2e-05,XRP only,None
xrpl_tx_23980,1,95,1.2e-05,XRP only,None
xrpl_tx_23981,1,95,1.2e-05,XRP only,None
xrpl_tx_23982,1,95,1.2e-05,XRP only,None
xrpl_tx_23983,1,95,1.2e-05,XRP only,None
xrpl_tx_23984,1,95,1.2e-05,XRP only,None
xrpl_tx_23985,1,95,1.2e-05,XRP only,None
xrpl_tx_23986,1,95,1.2e-05,XRP only,None
xrpl_tx_23987,1,95,1.2e-05,XRP only,None
xrpl_tx_23988,1,95,1.2e-05,XRP only,None
xrpl_tx_23989,1,95,1.2e-05,XRP only,None
xrpl_tx_23990,1,95,1.2e-05,XRP only,None
xrpl_tx_23991,1,95,1.2e-05,XRP only,None
xrpl_tx_23992,1,95,1.2e-05,XRP only,None
xrpl_tx_23993,1,95,1.2e-05,XRP only,None
xrpl_tx_23994,1,95,1.2e-05,XRP only,None
xrpl_tx_23995,1,95,1.2e-05,XRP only,None
xrpl_tx_23996,1,95,1.2e-05,XRP only,None
xrpl_tx_23997,1,95,1.2e-05,XRP only,None
xrpl_tx_23998,1,95,1.2e-05,XRP only,None
xrpl_tx_23999,1,95,1.2e-05,XRP only,None
xrpl_tx_24000,1,95,1.2e-05,XRP only,None
xrpl_tx_24001,1,95,1.2e-05,XRP only,None
xrpl_tx_24002,1,95,1.2e-05,XRP only,None
xrpl_tx_24003,1,95,1.2e-05,XRP only,None
xrpl_tx_24004,1,95,1.2e-05,XRP only,None
xrpl_tx_24005,1,95,1.2e-05,XRP only,None
xrpl_tx_24006,1,95,1.2e-05,XRP only,None
xrpl_tx_24007,1,95,1.2e-05,XRP only,None
xrpl_tx_24008,1,95,1.2e-05,XRP only,None
xrpl_tx_24009,1,95,1.2e-05,XRP only,None
xrpl_tx_24010,1,95,1.2e-05,XRP only,None
xrpl_tx_24011,1,95,1.2e-05,XRP only,None
xrpl_tx_24012,1,95,1.2e-05,XRP only,None
xrpl_tx_24013,1,95,1.2e-05,XRP only,None
xrpl_tx_24014,1,95,1.2e-05,XRP only,None
xrpl_tx_24015,1,95,1.2e-05,XRP only,None
xrpl_tx_24016,1,95,1.2e-05,XRP only,None
xrpl_tx_24017,1,95,1.2e-05,XRP only,None
xrpl_tx_24018,1,95,1.2e-05,XRP only,None
xrpl_tx_24019,1,95,1.2e-05,XRP only,None
xrpl_tx_24020,1,95,1.2e-05,XRP only,None
xrpl_tx_24021,1,95,1.2e-05,XRP only,None
xrpl_tx_24022,1,95,1.2e-05,XRP only,None
xrpl_tx_24023,1,95,1.2e-05,XRP only,None
xrpl_tx_24024,1,95,1.2e-05,XRP only,None
xrpl_tx_24025,1,95,1.2e-05,XRP only,None
xrpl_tx_24026,1,95,1.2e-05,XRP only,None
xrpl_tx_24027,1,95,1.2e-05,XRP only,None
xrpl_tx_24028,1,95,1.2e-05,XRP only,None
xrpl_tx_24029,1,95,1.2e-05,XRP only,None
xrpl_tx_24030,1,95,1.2e-05,XRP only,None
xrpl_tx_24031,1,95,1.2e-05,XRP only,None
xrpl_tx_24032,1,95,1.2e-05,XRP only,None
xrpl_tx_24033,1,95,1.2e-05,XRP only,None
