tx_id,route_used,latency_ms,fee_xlm,compliance_passed
stratx_20008,USDC,75,9.6e-05,True
stratx_20009,EURC,75,9.8e-05,True
stratx_20010,XLM,75,8e-05,True
stratx_20011,USDC,75,8.2e-05,True
stratx_20012,EURC,75,8.4e-05,True
stratx_20013,XLM,75,8.6e-05,True
stratx_20014,USDC,75,8.8e-05,True
stratx_20015,EURC,75,9e-05,True
stratx_20016,XLM,75,9.2e-05,True
stratx_20017,USDC,75,9.4e-05,True
stratx_20018,EURC,75,9.6e-05,True
stratx_20019,XLM,75,9.8e-05,True
stratx_20020,USDC,75,8e-05,True
stratx_20021,EURC,75,8.2e-05,True
stratx_20022,XLM,75,8.4e-05,True
stratx_20023,USDC,75,8.6e-05,True
stratx_20024,EURC,75,8.8e-05,True
stratx_20025,XLM,75,9e-05,True
stratx_20026,USDC,75,9.2e-05,True
stratx_20027,EURC,75,9.4e-05,True
stratx_20028,XLM,75,9.6e-05,True
stratx_20029,USDC,75,9.8e-05,True
stratx_20030,EURC,75,8e-05,True
stratx_20031,XLM,75,8.2e-05,True
stratx_20032,USDC,75,8.4e-05,True
stratx_20033,EURC,75,8.6e-05,True
stratx_20034,XLM,75,8.8e-05,True
stratx_20035,USDC,75,9e-05,True
stratx_20036,EURC,75,9.2e-05,True
stratx_20037,XLM,75,9.4e-05,True
stratx_20038,USDC,75,9.6e-05,True
stratx_20039,EURC,75,9.8e-05,True
stratx_20040,XLM,75,8e-05,True
stratx_20041,USDC,75,8.2e-05,True
stratx_20042,EURC,75,8.4e-05,True
stratx_20043,XLM,75,8.6e-05,True
stratx_20044,USDC,75,8.8e-05,True
stratx_20045,EURC,75,9e-05,True
stratx_20046,XLM,75,9.2e-05,True
stratx_20047,USDC,75,9.4e-05,True
stratx_20048,EURC,75,9.6e-05,True
stratx_20049,XLM,75,9.8e-05,True
stratx_20050,USDC,75,8e-05,True
stratx_20051,EURC,75,8.2e-05,True
stratx_20052,XLM,75,8.4e-05,True
stratx_20053,USDC,75,8.6e-05,True
stratx_20054,EURC,75,8.8e-05,True
stratx_20055,XLM,75,9e-05,True
stratx_20056,USDC,75,9.2e-05,True
stratx_20057,EURC,75,9.4e-05,True
stratx_20058,XLM,75,9.6e-05,True
stratx_20059,USDC,75,9.8e-05,True
stratx_20060,EURC,75,8e-05,True
stratx_20061,XLM,75,8.2e-05,True
stratx_20062,USDC,75,8.4e-05,True
stratx_20063,EURC,75,8.6e-05,True
stratx_20064,XLM,75,8.8e-05,True
stratx_20065,USDC,75,9e-05,True
stratx_20066,EURC,75,9.2e-05,True
stratx_20067,XLM,75,9.4e-05,True
stratx_20068,USDC,75,9.6e-05,True
stratx_20069,EURC,75,9.8e-05,True
stratx_20070,XLM,75,8e-05,True
stratx_20071,USDC,75,8.2e-05,True
stratx_20072,EURC,75,8.4e-05,True
stratx_20073,XLM,75,8.6e-05,True
stratx_20074,USDC,75,8.8e-05,True
stratx_20075,EURC,75,9e-05,True
stratx_20076,XLM,75,9.2e-05,True
stratx_20077,USDC,75,9.4e-05,True
stratx_20078,EURC,75,9.6e-05,True
stratx_20079,XLM,75,9.8e-05,True
stratx_20080,USDC,75,8e-05,True
stratx_20081,EURC,75,8.2e-05,True
stratx_20082,XLM,75,8.4e-05,True
stratx_20083,USDC,75,8.6e-05,True
stratx_20084,EURC,75,8.8e-05,True
stratx_20085,XLM,75,9e-05,True
stratx_20086,USDC,75,9.2e-05,True
stratx_20087,EURC,75,9.4e-05,True
stratx_20088,XLM,75,9.6e-05,True
stratx_20089,USDC,75,9.8e-05,True
stratx_20090,EURC,75,8e-05,True
stratx_20091,XLM,75,8.2e-05,True
stratx_20092,USDC,75,8.4e-05,True
stratx_20093,EURC,75,8.6e-05,True
stratx_20094,XLM,75,8.8e-05,True
stratx_20095,USDC,75,9e-05,True
stratx_20096,EURC,75,9.2e-05,True
stratx_20097,XLM,75,9.4e-05,True
stratx_20098,USDC,75,9.6e-05,True
stratx_20099,EURC,75,9.8e-05,True
stratx_20100,XLM,75,8e-05,True
stratx_20101,USDC,75,8.2e-05,True
stratx_20102,EURC,75,8.4e-05,True
stratx_20103,XLM,75,8.6e-05,True
stratx_20104,USDC,75,8.8e-05,True
stratx_20105,EURC,75,9e-05,True
stratx_20106,XLM,75,9.2e-05,True
stratx_20107,USDC,75,9.4e-05,True
stratx_20108,EURC,75,9.6e-05,True
stratx_20109,XLM,75,9.8e-05,True
stratx_20110,USDC,75,8e-05,True
stratx_20111,EURC,75,8.2e-05,True
stratx_20112,XLM,75,8.4e-05,True
stratx_20113,USDC,75,8.6e-05,True
stratx_20114,EURC,75,8.8e-05,True
stratx_20115,XLM,75,9e-05,True
stratx_20116,USDC,75,9.2e-05,True
stratx_20117,EURC,75,9.4e-05,True
stratx_20118,XLM,75,9.6e-05,True
stratx_20119,USDC,75,9.8e-05,True
stratx_20120,EURC,75,8e-05,True
stratx_20121,XLM,75,8.2e-05,True
stratx_20122,USDC,75,8.4e-05,True
stratx_20123,EURC,75,8.6e-05,True
stratx_20124,XLM,75,8.8e-05,True
stratx_20125,USDC,75,9e-05,True
stratx_20126,EURC,75,9.2e-05,True
stratx_20127,XLM,75,9.4e-05,True
stratx_20128,USDC,75,9.6e-05,True
stratx_20129,EURC,75,9.8e-05,True
stratx_20130,XLM,75,8e-05,True
stratx_20131,USDC,75,8.2e-05,True
stratx_20132,EURC,75,8.4e-05,True
stratx_20133,XLM,75,8.6e-05,True
stratx_20134,USDC,75,8.8e-05,True
stratx_20135,EURC,75,9e-05,True
stratx_20136,XLM,75,9.2e-05,True
stratx_20137,USDC,75,9.4e-05,True
stratx_20138,EURC,75,9.6e-05,True
stratx_20139,XLM,75,9.8e-05,True
stratx_20140,USDC,75,8e-05,True
stratx_20141,EURC,75,8.2e-05,True
stratx_20142,XLM,75,8.4e-05,True
stratx_20143,USDC,75,8.6e-05,True
stratx_20144,EURC,75,8.8e-05,True
stratx_20145,XLM,75,9e-05,True
stratx_20146,USDC,75,9.2e-05,True
stratx_20147,EURC,75,9.4e-05,True
stratx_20148,XLM,75,9.6e-05,True
stratx_20149,USDC,75,9.8e-05,True
stratx_20150,EURC,75,8e-05,True
stratx_20151,XLM,75,8.2e-05,True
stratx_20152,USDC,75,8.4e-05,True
stratx_20153,EURC,75,8.6e-05,True
stratx_20154,XLM,75,8.8e-05,True
stratx_20155,USDC,75,9e-05,True
stratx_20156,EURC,75,9.2e-05,True
stratx_20157,XLM,75,9.4e-05,True
stratx_20158,USDC,75,9.6e-05,True
stratx_20159,EURC,75,9.8e-05,True
stratx_20160,XLM,75,8e-05,True
stratx_20161,USDC,75,8.2e-05,True
stratx_20162,EURC,75,8.4e-05,True
stratx_20163,XLM,75,8.6e-05,True
stratx_20164,USDC,75,8.8e-05,True
stratx_20165,EURC,75,9e-05,True
stratx_20166,XLM,75,9.2e-05,True
stratx_20167,USDC,75,9.4e-05,True
stratx_20168,EURC,75,9.6e-05,True
stratx_20169,XLM,75,9.8e-05,True
stratx_20170,USDC,75,8e-05,True
stratx_20171,EURC,75,8.2e-05,True
stratx_20172,XLM,75,8.4e-05,True
stratx_20173,USDC,75,8.6e-05,True
stratx_20174,EURC,75,8.8e-05,True
stratx_20175,XLM,75,9e-05,True
stratx_20176,USDC,75,9.2e-05,True
stratx_20177,EURC,75,9.4e-05,True
stratx_20178,XLM,75,9.6e-05,True
stratx_20179,USDC,75,9.8e-05,True
stratx_20180,EURC,75,8e-05,True
stratx_20181,XLM,75,8.2e-05,True
stratx_20182,USDC,75,8.4e-05,True
stratx_20183,EURC,75,8.6e-05,True
stratx_20184,XLM,75,8.8e-05,True
stratx_20185,USDC,75,9e-05,True
stratx_20186,EURC,75,9.2e-05,True
stratx_20187,XLM,75,9.4e-05,True
stratx_20188,USDC,75,9.6e-05,True
stratx_20189,EURC,75,9.8e-05,True
stratx_20190,XLM,75,8e-05,True
stratx_20191,USDC,75,8.2e-05,True
stratx_20192,EURC,75,8.4e-05,True
stratx_20193,XLM,75,8.6e-05,True
stratx_20194,USDC,75,8.8e-05,True
stratx_20195,EURC,75,9e-05,True
stratx_20196,XLM,75,9.2e-05,True
stratx_20197,USDC,75,9.4e-05,True
stratx_20198,EURC,75,9.6e-05,True
stratx_20199,XLM,75,9.8e-05,True
stratx_20200,USDC,75,8e-05,True
stratx_20201,EURC,75,8.2e-05,True
stratx_20202,XLM,75,8.4e-05,True
stratx_20203,USDC,75,8.6e-05,True
stratx_20204,EURC,75,8.8e-05,True
stratx_20205,XLM,75,9e-05,True
stratx_20206,USDC,75,9.2e-05,True
stratx_20207,EURC,75,9.4e-05,True
stratx_20208,XLM,75,9.6e-05,True
stratx_20209,USDC,75,9.8e-05,True
stratx_20210,EURC,75,8e-05,True
stratx_20211,XLM,75,8.2e-05,True
stratx_20212,USDC,75,8.4e-05,True
stratx_20213,EURC,75,8.6e-05,True
stratx_20214,XLM,75,8.8e-05,True
stratx_20215,USDC,75,9e-05,True
stratx_20216,EURC,75,9.2e-05,True
stratx_20217,XLM,75,9.4e-05,True
stratx_20218,USDC,75,9.6e-05,True
stratx_20219,EURC,75,9.8e-05,True
stratx_20220,XLM,75,8e-05,True
stratx_20221,USDC,75,8.2e-05,True
stratx_20222,EURC,75,8.4e-05,True
stratx_20223,XLM,75,8.6e-05,True
stratx_20224,USDC,75,8.8e-05,True
stratx_20225,EURC,75,9e-05,True
stratx_20226,XLM,75,9.2e-05,True
stratx_20227,USDC,75,9.4e-05,True
stratx_20228,EURC,75,9.6e-05,True
stratx_20229,XLM,75,9.8e-05,True
stratx_20230,USDC,75,8e-05,True
stratx_20231,EURC,75,8.2e-05,True
stratx_20232,XLM,75,8.4e-05,True
stratx_20233,USDC,75,8.6e-05,True
stratx_20234,EURC,75,8.8e-05,True
stratx_20235,XLM,75,9e-05,True
stratx_20236,USDC,75,9.2e-05,True
stratx_20237,EURC,75,9.4e-05,True
stratx_20238,XLM,75,9.6e-05,True
stratx_20239,USDC,75,9.8e-05,True
stratx_20240,EURC,75,8e-05,True
stratx_20241,XLM,75,8.2e-05,True
stratx_20242,USDC,75,8.4e-05,True
stratx_20243,EURC,75,8.6e-05,True
stratx_20244,XLM,75,8.8e-05,True
stratx_20245,USDC,75,9e-05,True
stratx_20246,EURC,75,9.2e-05,True
stratx_20247,XLM,75,9.4e-05,True
stratx_20248,USDC,75,9.6e-05,True
stratx_20249,EURC,75,9.8e-05,True
stratx_20250,XLM,75,8e-05,True
stratx_20251,USDC,75,8.2e-05,True
stratx_20252,EURC,75,8.4e-05,True
stratx_20253,XLM,75,8.6e-05,True
stratx_20254,USDC,75,8.8e-05,True
stratx_20255,EURC,75,9e-05,True
stratx_20256,XLM,75,9.2e-05,True
stratx_20257,USDC,75,9.4e-05,True
stratx_20258,EURC,75,9.6e-05,True
stratx_20259,XLM,75,9.8e-05,True
stratx_20260,USDC,75,8e-05,True
stratx_20261,EURC,75,8.2e-05,True
stratx_20262,XLM,75,8.4e-05,True
stratx_20263,USDC,75,8.6e-05,True
stratx_20264,EURC,75,8.8e-05,True
stratx_20265,XLM,75,9e-05,True
stratx_20266,USDC,75,9.2e-05,True
stratx_20267,EURC,75,9.4e-05,True
stratx_20268,XLM,75,9.6e-05,True
stratx_20269,USDC,75,9.8e-05,True
stratx_20270,EURC,75,8e-05,True
stratx_20271,XLM,75,8.2e-05,True
stratx_20272,USDC,75,8.4e-05,True
stratx_20273,EURC,75,8.6e-05,True
stratx_20274,XLM,75,8.8e-05,True
stratx_20275,USDC,75,9e-05,True
stratx_20276,EURC,75,9.2e-05,True
stratx_20277,XLM,75,9.4e-05,True
stratx_20278,USDC,75,9.6e-05,True
stratx_20279,EURC,75,9.8e-05,True
stratx_20280,XLM,75,8e-05,True
stratx_20281,USDC,75,8.2e-05,True
stratx_20282,EURC,75,8.4e-05,True
stratx_20283,XLM,75,8.6e-05,True
stratx_20284,USDC,75,8.8e-05,True
stratx_20285,EURC,75,9e-05,True
stratx_20286,XLM,75,9.2e-05,True
stratx_20287,USDC,75,9.4e-05,True
stratx_20288,EURC,75,9.6e-05,True
stratx_20289,XLM,75,9.8e-05,True
stratx_20290,USDC,75,8e-05,True
stratx_20291,EURC,75,8.2e-05,True
stratx_20292,XLM,75,8.4e-05,True
stratx_20293,USDC,75,8.6e-05,True
stratx_20294,EURC,75,8.8e-05,True
stratx_20295,XLM,75,9e-05,True
stratx_20296,USDC,75,9.2e-05,True
stratx_20297,EURC,75,9.4e-05,True
stratx_20298,XLM,75,9.6e-05,True
stratx_20299,USDC,75,9.8e-05,True
stratx_20300,EURC,75,8e-05,True
stratx_20301,XLM,75,8.2e-05,True
stratx_20302,USDC,75,8.4e-05,True
stratx_20303,EURC,75,8.6e-05,True
stratx_20304,XLM,75,8.8e-05,True
stratx_20305,USDC,75,9e-05,True
stratx_20306,EURC,75,9.2e-05,True
stratx_20307,XLM,75,9.4e-05,True
stratx_20308,USDC,75,9.6e-05,True
stratx_20309,EURC,75,9.8e-05,True
stratx_20310,XLM,75,8e-05,True
stratx_20311,USDC,75,8.2e-05,True
stratx_20312,EURC,75,8.4e-05,True
stratx_20313,XLM,75,8.6e-05,True
stratx_20314,USDC,75,8.8e-05,True
stratx_20315,EURC,75,9e-05,True
stratx_20316,XLM,75,9.2e-05,True
stratx_20317,USDC,75,9.4e-05,True
stratx_20318,EURC,75,9.6e-05,True
stratx_20319,XLM,75,9.8e-05,True
stratx_20320,USDC,75,8e-05,True
stratx_20321,EURC,75,8.2e-05,True
stratx_20322,XLM,75,8.4e-05,True
stratx_20323,USDC,75,8.6e-05,True
stratx_20324,EURC,75,8.8e-05,True
stratx_20325,XLM,75,9e-05,True
stratx_20326,USDC,75,9.2e-05,True
stratx_20327,EURC,75,9.4e-05,True
stratx_20328,XLM,75,9.6e-05,True
stratx_20329,USDC,75,9.8e-05,True
stratx_20330,EURC,75,8e-05,True
stratx_20331,XLM,75,8.2e-05,True
stratx_20332,USDC,75,8.4e-05,True
stratx_20333,EURC,75,8.6e-05,True
stratx_20334,XLM,75,8.8e-05,True
stratx_20335,USDC,75,9e-05,True
stratx_20336,EURC,75,9.2e-05,True
stratx_20337,XLM,75,9.4e-05,True
stratx_20338,USDC,75,9.6e-05,True
stratx_20339,EURC,75,9.8e-05,True
stratx_20340,XLM,75,8e-05,True
stratx_20341,USDC,75,8.2e-05,True
stratx_20342,EURC,75,8.4e-05,True
stratx_20343,XLM,75,8.6e-05,True
stratx_20344,USDC,75,8.8e-05,True
stratx_20345,EURC,75,9e-05,True
stratx_20346,XLM,75,9.2e-05,True
stratx_20347,USDC,75,9.4e-05,True
stratx_20348,EURC,75,9.6e-05,True
stratx_20349,XLM,75,9.8e-05,True
stratx_20350,USDC,75,8e-05,True
stratx_20351,EURC,75,8.2e-05,True
stratx_20352,XLM,75,8.4e-05,True
stratx_20353,USDC,75,8.6e-05,True
stratx_20354,EURC,75,8.8e-05,True
stratx_20355,XLM,75,9e-05,True
stratx_20356,USDC,75,9.2e-05,True
stratx_20357,EURC,75,9.4e-05,True
stratx_20358,XLM,75,9.6e-05,True
stratx_20359,USDC,75,9.8e-05,True
stratx_20360,EURC,75,8e-05,True
stratx_20361,XLM,75,8.2e-05,True
stratx_20362,USDC,75,8.4e-05,True
stratx_20363,EURC,75,8.6e-05,True
stratx_20364,XLM,75,8.8e-05,True
stratx_20365,USDC,75,9e-05,True
stratx_20366,EURC,75,9.2e-05,True
stratx_20367,XLM,75,9.4e-05,True
stratx_20368,USDC,75,9.6e-05,True
stratx_20369,EURC,75,9.8e-05,True
stratx_20370,XLM,75,8e-05,True
stratx_20371,USDC,75,8.2e-05,True
stratx_20372,EURC,75,8.4e-05,True
stratx_20373,XLM,75,8.6e-05,True
stratx_20374,USDC,75,8.8e-05,True
stratx_20375,EURC,75,9e-05,True
stratx_20376,XLM,75,9.2e-05,True
stratx_20377,USDC,75,9.4e-05,True
stratx_20378,EURC,75,9.6e-05,True
stratx_20379,XLM,75,9.8e-05,True
stratx_20380,USDC,75,8e-05,True
stratx_20381,EURC,75,8.2e-05,True
stratx_20382,XLM,75,8.4e-05,True
stratx_20383,USDC,75,8.6e-05,True
stratx_20384,EURC,75,8.8e-05,True
stratx_20385,XLM,75,9e-05,True
stratx_20386,USDC,75,9.2e-05,True
stratx_20387,EURC,75,9.4e-05,True
stratx_20388,XLM,75,9.6e-05,True
stratx_20389,USDC,75,9.8e-05,True
stratx_20390,EURC,75,8e-05,True
stratx_20391,XLM,75,8.2e-05,True
stratx_20392,USDC,75,8.4e-05,True
stratx_20393,EURC,75,8.6e-05,True
stratx_20394,XLM,75,8.8e-05,True
stratx_20395,USDC,75,9e-05,True
stratx_20396,EURC,75,9.2e-05,True
stratx_20397,XLM,75,9.4e-05,True
stratx_20398,USDC,75,9.6e-05,True
stratx_20399,EURC,75,9.8e-05,True
stratx_20400,XLM,75,8e-05,True
stratx_20401,USDC,75,8.2e-05,True
stratx_20402,EURC,75,8.4e-05,True
stratx_20403,XLM,75,8.6e-05,True
stratx_20404,USDC,75,8.8e-05,True
stratx_20405,EURC,75,9e-05,True
stratx_20406,XLM,75,9.2e-05,True
stratx_20407,USDC,75,9.4e-05,True
stratx_20408,EURC,75,9.6e-05,True
stratx_20409,XLM,75,9.8e-05,True
stratx_20410,USDC,75,8e-05,True
stratx_20411,EURC,75,8.2e-05,True
stratx_20412,XLM,75,8.4e-05,True
stratx_20413,USDC,75,8.6e-05,True
stratx_20414,EURC,75,8.8e-05,True
stratx_20415,XLM,75,9e-05,True
stratx_20416,USDC,75,9.2e-05,True
stratx_20417,EURC,75,9.4e-05,True
stratx_20418,XLM,75,9.6e-05,True
stratx_20419,USDC,75,9.8e-05,True
stratx_20420,EURC,75,8e-05,True
stratx_20421,XLM,75,8.2e-05,True
stratx_20422,USDC,75,8.4e-05,True
stratx_20423,EURC,75,8.6e-05,True
stratx_20424,XLM,75,8.8e-05,True
stratx_20425,USDC,75,9e-05,True
stratx_20426,EURC,75,9.2e-05,True
stratx_20427,XLM,75,9.4e-05,True
stratx_20428,USDC,75,9.6e-05,True
stratx_20429,EURC,75,9.8e-05,True
stratx_20430,XLM,75,8e-05,True
stratx_20431,USDC,75,8.2e-05,True
stratx_20432,EURC,75,8.4e-05,True
stratx_20433,XLM,75,8.6e-05,True
stratx_20434,USDC,75,8.8e-05,True
stratx_20435,EURC,75,9e-05,True
stratx_20436,XLM,75,9.2e-05,True
stratx_20437,USDC,75,9.4e-05,True
stratx_20438,EURC,75,9.6e-05,True
stratx_20439,XLM,75,9.8e-05,True
stratx_20440,USDC,75,8e-05,True
stratx_20441,EURC,75,8.2e-05,True
stratx_20442,XLM,75,8.4e-05,True
stratx_20443,USDC,75,8.6e-05,True
stratx_20444,EURC,75,8.8e-05,True
stratx_20445,XLM,75,9e-05,True
stratx_20446,USDC,75,9.2e-05,True
stratx_20447,EURC,75,9.4e-05,True
stratx_20448,XLM,75,9.6e-05,True
stratx_20449,USDC,75,9.8e-05,True
stratx_20450,EURC,75,8e-05,True
stratx_20451,XLM,75,8.2e-05,True
stratx_20452,USDC,75,8.4e-05,True
stratx_20453,EURC,75,8.6e-05,True
stratx_20454,XLM,75,8.8e-05,True
stratx_20455,USDC,75,9e-05,True
stratx_20456,EURC,75,9.2e-05,True
stratx_20457,XLM,75,9.4e-05,True
stratx_20458,USDC,75,9.6e-05,True
stratx_20459,EURC,75,9.8e-05,True
stratx_20460,XLM,75,8e-05,True
stratx_20461,USDC,75,8.2e-05,True
stratx_20462,EURC,75,8.4e-05,True
stratx_20463,XLM,75,8.6e-05,True
stratx_20464,USDC,75,8.8e-05,True
stratx_20465,EURC,75,9e-05,True
stratx_20466,XLM,75,9.2e-05,True
stratx_20467,USDC,75,9.4e-05,True
stratx_20468,EURC,75,9.6e-05,True
stratx_20469,XLM,75,9.8e-05,True
stratx_20470,USDC,75,8e-05,True
stratx_20471,EURC,75,8.2e-05,True
stratx_20472,XLM,75,8.4e-05,True
stratx_20473,USDC,75,8.6e-05,True
stratx_20474,EURC,75,8.8e-05,True
stratx_20475,XLM,75,9e-05,True
stratx_20476,USDC,75,9.2e-05,True
stratx_20477,EURC,75,9.4e-05,True
stratx_20478,XLM,75,9.6e-05,True
stratx_20479,USDC,75,9.8e-05,True
stratx_20480,EURC,75,8e-05,True
stratx_20481,XLM,75,8.2e-05,True
stratx_20482,USDC,75,8.4e-05,True
stratx_20483,EURC,75,8.6e-05,True
stratx_20484,XLM,75,8.8e-05,True
stratx_20485,USDC,75,9e-05,True
stratx_20486,EURC,75,9.2e-05,True
stratx_20487,XLM,75,9.4e-05,True
stratx_20488,USDC,75,9.6e-05,True
stratx_20489,EURC,75,9.8e-05,True
stratx_20490,XLM,75,8e-05,True
stratx_20491,USDC,75,8.2e-05,True
stratx_20492,EURC,75,8.4e-05,True
stratx_20493,XLM,75,8.6e-05,True
stratx_20494,USDC,75,8.8e-05,True
stratx_20495,EURC,75,9e-05,True
stratx_20496,XLM,75,9.2e-05,True
stratx_20497,USDC,75,9.4e-05,True
stratx_20498,EURC,75,9.6e-05,True
stratx_20499,XLM,75,9.8e-05,True
stratx_20500,USDC,75,8e-05,True
stratx_20501,EURC,75,8.2e-05,True
stratx_20502,XLM,75,8.4e-05,True
stratx_20503,USDC,75,8.6e-05,True
stratx_20504,EURC,75,8.8e-05,True
stratx_20505,XLM,75,9e-05,True
stratx_20506,USDC,75,9.2e-05,True
stratx_20507,EURC,75,9.4e-05,True
stratx_20508,XLM,75,9.6e-05,True
stratx_20509,USDC,75,9.8e-05,True
stratx_20510,EURC,75,8e-05,True
stratx_20511,XLM,75,8.2e-05,True
stratx_20512,USDC,75,8.4e-05,True
stratx_20513,EURC,75,8.6e-05,True
stratx_20514,XLM,75,8.8e-05,True
stratx_20515,USDC,75,9e-05,True
stratx_20516,EURC,75,9.2e-05,True
stratx_20517,XLM,75,9.4e-05,True
stratx_20518,USDC,75,9.6e-05,True
stratx_20519,EURC,75,9.8e-05,True
stratx_20520,XLM,75,8e-05,True
stratx_20521,USDC,75,8.2e-05,True
stratx_20522,EURC,75,8.4e-05,True
stratx_20523,XLM,75,8.6e-05,True
stratx_20524,USDC,75,8.8e-05,True
stratx_20525,EURC,75,9e-05,True
stratx_20526,XLM,75,9.2e-05,True
stratx_20527,USDC,75,9.4e-05,True
stratx_20528,EURC,75,9.6e-05,True
stratx_20529,XLM,75,9.8e-05,True
stratx_20530,USDC,75,8e-05,True
stratx_20531,EURC,75,8.2e-05,True
stratx_20532,XLM,75,8.4e-05,True
stratx_20533,USDC,75,8.6e-05,True
stratx_20534,EURC,75,8.8e-05,True
stratx_20535,XLM,75,9e-05,True
stratx_20536,USDC,75,9.2e-05,True
stratx_20537,EURC,75,9.4e-05,True
stratx_20538,XLM,75,9.6e-05,True
stratx_20539,USDC,75,9.8e-05,True
stratx_20540,EURC,75,8e-05,True
stratx_20541,XLM,75,8.2e-05,True
stratx_20542,USDC,75,8.4e-05,True
stratx_20543,EURC,75,8.6e-05,True
stratx_20544,XLM,75,8.8e-05,True
stratx_20545,USDC,75,9e-05,True
stratx_20546,EURC,75,9.2e-05,True
stratx_20547,XLM,75,9.4e-05,True
stratx_20548,USDC,75,9.6e-05,True
stratx_20549,EURC,75,9.8e-05,True
stratx_20550,XLM,75,8e-05,True
stratx_20551,USDC,75,8.2e-05,True
stratx_20552,EURC,75,8.4e-05,True
stratx_20553,XLM,75,8.6e-05,True
stratx_20554,USDC,75,8.8e-05,True
stratx_20555,EURC,75,9e-05,True
stratx_20556,XLM,75,9.2e-05,True
stratx_20557,USDC,75,9.4e-05,True
stratx_20558,EURC,75,9.6e-05,True
stratx_20559,XLM,75,9.8e-05,True
stratx_20560,USDC,75,8e-05,True
stratx_20561,EURC,75,8.2e-05,True
stratx_20562,XLM,75,8.4e-05,True
stratx_20563,USDC,75,8.6e-05,True
stratx_20564,EURC,75,8.8e-05,True
stratx_20565,XLM,75,9e-05,True
stratx_20566,USDC,75,9.2e-05,True
stratx_20567,EURC,75,9.4e-05,True
stratx_20568,XLM,75,9.6e-05,True
stratx_20569,USDC,75,9.8e-05,True
stratx_20570,EURC,75,8e-05,True
stratx_20571,XLM,75,8.2e-05,True
stratx_20572,USDC,75,8.4e-05,True
stratx_20573,EURC,75,8.6e-05,True
stratx_20574,XLM,75,8.8e-05,True
stratx_20575,USDC,75,9e-05,True
stratx_20576,EURC,75,9.2e-05,True
stratx_20577,XLM,75,9.4e-05,True
stratx_20578,USDC,75,9.6e-05,True
stratx_20579,EURC,75,9.8e-05,True
stratx_20580,XLM,75,8e-05,True
stratx_20581,USDC,75,8.2e-05,True
stratx_20582,EURC,75,8.4e-05,True
stratx_20583,XLM,75,8.6e-05,True
stratx_20584,USDC,75,8.8e-05,True
stratx_20585,EURC,75,9e-05,True
stratx_20586,XLM,75,9.2e-05,True
stratx_20587,USDC,75,9.4e-05,True
stratx_20588,EURC,75,9.6e-05,True
stratx_20589,XLM,75,9.8e-05,True
stratx_20590,USDC,75,8e-05,True
stratx_20591,EURC,75,8.2e-05,True
stratx_20592,XLM,75,8.4e-05,True
stratx_20593,USDC,75,8.6e-05,True
stratx_20594,EURC,75,8.8e-05,True
stratx_20595,XLM,75,9e-05,True
stratx_20596,USDC,75,9.2e-05,True
stratx_20597,EURC,75,9.4e-05,True
stratx_20598,XLM,75,9.6e-05,True
stratx_20599,USDC,75,9.8e-05,True
stratx_20600,EURC,75,8e-05,True
stratx_20601,XLM,75,8.2e-05,True
stratx_20602,USDC,75,8.4e-05,True
stratx_20603,EURC,75,8.6e-05,True
stratx_20604,XLM,75,8.8e-05,True
stratx_20605,USDC,75,9e-05,True
stratx_20606,EURC,75,9.2e-05,True
stratx_20607,XLM,75,9.4e-05,True
stratx_20608,USDC,75,9.6e-05,True
stratx_20609,EURC,75,9.8e-05,True
stratx_20610,XLM,75,8e-05,True
stratx_20611,USDC,75,8.2e-05,True
stratx_20612,EURC,75,8.4e-05,True
stratx_20613,XLM,75,8.6e-05,True
stratx_20614,USDC,75,8.8e-05,True
stratx_20615,EURC,75,9e-05,True
stratx_20616,XLM,75,9.2e-05,True
stratx_20617,USDC,75,9.4e-05,True
stratx_20618,EURC,75,9.6e-05,True
stratx_20619,XLM,75,9.8e-05,True
stratx_20620,USDC,75,8e-05,True
stratx_20621,EURC,75,8.2e-05,True
stratx_20622,XLM,75,8.4e-05,True
stratx_20623,USDC,75,8.6e-05,True
stratx_20624,EURC,75,8.8e-05,True
stratx_20625,XLM,75,9e-05,True
stratx_20626,USDC,75,9.2e-05,True
stratx_20627,EURC,75,9.4e-05,True
stratx_20628,XLM,75,9.6e-05,True
stratx_20629,USDC,75,9.8e-05,True
stratx_20630,EURC,75,8e-05,True
stratx_20631,XLM,75,8.2e-05,True
stratx_20632,USDC,75,8.4e-05,True
stratx_20633,EURC,75,8.6e-05,True
stratx_20634,XLM,75,8.8e-05,True
stratx_20635,USDC,75,9e-05,True
stratx_20636,EURC,75,9.2e-05,True
stratx_20637,XLM,75,9.4e-05,True
stratx_20638,USDC,75,9.6e-05,True
stratx_20639,EURC,75,9.8e-05,True
stratx_20640,XLM,75,8e-05,True
stratx_20641,USDC,75,8.2e-05,True
stratx_20642,EURC,75,8.4e-05,True
stratx_20643,XLM,75,8.6e-05,True
stratx_20644,USDC,75,8.8e-05,True
stratx_20645,EURC,75,9e-05,True
stratx_20646,XLM,75,9.2e-05,True
stratx_20647,USDC,75,9.4e-05,True
stratx_20648,EURC,75,9.6e-05,True
stratx_20649,XLM,75,9.8e-05,True
stratx_20650,USDC,75,8e-05,True
stratx_20651,EURC,75,8.2e-05,True
stratx_20652,XLM,75,8.4e-05,True
stratx_20653,USDC,75,8.6e-05,True
