tx_id,ops_count,latency_ms,fee_xlm
stellar_native_18836,1,120,1e-05
stellar_native_18837,1,120,1e-05
stellar_native_18838,1,120,1e-05
stellar_native_18839,1,120,1e-05
stellar_native_18840,1,120,1e-05
stellar_native_18841,1,120,1e-05
stellar_native_18842,1,120,1e-05
stellar_native_18843,1,120,1e-05
stellar_native_18844,1,120,1e-05
stellar_native_18845,1,120,1e-05
stellar_native_18846,1,120,1e-05
stellar_native_18847,1,120,1e-05
stellar_native_18848,1,120,1e-05
stellar_native_18849,1,120,1e-05
stellar_native_18850,1,120,1e-05
stellar_native_18851,1,120,1e-05
stellar_native_18852,1,120,1e-05
stellar_native_18853,1,120,1e-05
stellar_native_18854,1,120,1e-05
stellar_native_18855,1,120,1e-05
stellar_native_18856,1,120,1e-05
stellar_native_18857,1,120,1e-05
stellar_native_18858,1,120,1e-05
stellar_native_18859,1,120,1e-05
stellar_native_18860,1,120,1e-05
stellar_native_18861,1,120,1e-05
stellar_native_18862,1,120,1e-05
stellar_native_18863,1,120,1e-05
stellar_native_18864,1,120,1e-05
stellar_native_18865,1,120,1e-05
stellar_native_18866,1,120,1e-05
stellar_native_18867,1,120,1e-05
stellar_native_18868,1,120,1e-05
stellar_native_18869,1,120,1e-05
stellar_native_18870,1,120,1e-05
stellar_native_18871,1,120,1e-05
stellar_native_18872,1,120,1e-05
stellar_native_18873,1,120,1e-05
stellar_native_18874,1,120,1e-05
stellar_native_18875,1,120,1e-05
stellar_native_18876,1,120,1e-05
stellar_native_18877,1,120,1e-05
stellar_native_18878,1,120,1e-05
stellar_native_18879,1,120,1e-05
stellar_native_18880,1,120,1e-05
stellar_native_18881,1,120,1e-05
stellar_native_18882,1,120,1e-05
stellar_native_18883,1,120,1e-05
stellar_native_18884,1,120,1e-05
stellar_native_18885,1,120,1e-05
stellar_native_18886,1,120,1e-05
stellar_native_18887,1,120,1e-05
stellar_native_18888,1,120,1e-05
stellar_native_18889,1,120,1e-05
stellar_native_18890,1,120,1e-05
stellar_native_18891,1,120,1e-05
stellar_native_18892,1,120,1e-05
stellar_native_18893,1,120,1e-05
stellar_native_18894,1,120,1e-05
stellar_native_18895,1,120,1e-05
stellar_native_18896,1,120,1e-05
stellar_native_18897,1,120,1e-05
stellar_native_18898,1,120,1e-05
stellar_native_18899,1,120,1e-05
stellar_native_18900,1,120,1e-05
stellar_native_18901,1,120,1e-05
stellar_native_18902,1,120,1e-05
stellar_native_18903,1,120,1e-05
stellar_native_18904,1,120,1e-05
stellar_native_18905,1,120,1e-05
stellar_native_18906,1,120,1e-05
stellar_native_18907,1,120,1e-05
stellar_native_18908,1,120,1e-05
stellar_native_18909,1,120,1e-05
stellar_native_18910,1,120,1e-05
stellar_native_18911,1,120,1e-05
stellar_native_18912,1,120,1e-05
stellar_native_18913,1,120,1e-05
stellar_native_18914,1,120,1e-05
stellar_native_18915,1,120,1e-05
stellar_native_18916,1,120,1e-05
stellar_native_18917,1,120,1e-05
stellar_native_18918,1,120,1e-05
stellar_native_18919,1,120,1e-05
stellar_native_18920,1,120,1e-05
stellar_native_18921,1,120,1e-05
stellar_native_18922,1,120,1e-05
stellar_native_18923,1,120,1e-05
stellar_native_18924,1,120,1e-05
stellar_native_18925,1,120,1e-05
stellar_native_18926,1,120,1e-05
stellar_native_18927,1,120,1e-05
stellar_native_18928,1,120,1e-05
stellar_native_18929,1,120,1e-05
stellar_native_18930,1,120,1e-05
stellar_native_18931,1,120,1e-05
stellar_native_18932,1,120,1e-05
stellar_native_18933,1,120,1e-05
stellar_native_18934,1,120,1e-05
stellar_native_18935,1,120,1e-05
stellar_native_18936,1,120,1e-05
stellar_native_18937,1,120,1e-05
stellar_native_18938,1,120,1e-05
stellar_native_18939,1,120,1e-05
stellar_native_18940,1,120,1e-05
stellar_native_18941,1,120,1e-05
stellar_native_18942,1,120,1e-05
stellar_native_18943,1,120,1e-05
stellar_native_18944,1,120,1e-05
stellar_native_18945,1,120,1e-05
stellar_native_18946,1,120,1e-05
stellar_native_18947,1,120,1e-05
stellar_native_18948,1,120,1e-05
stellar_native_18949,1,120,1e-05
stellar_native_18950,1,120,1e-05
stellar_native_18951,1,120,1e-05
stellar_native_18952,1,120,1e-05
stellar_native_18953,1,120,1e-05
stellar_native_18954,1,120,1e-05
stellar_native_18955,1,120,1e-05
stellar_native_18956,1,120,1e-05
stellar_native_18957,1,120,1e-05
stellar_native_18958,1,120,1e-05
stellar_native_18959,1,120,1e-05
stellar_native_18960,1,120,1e-05
stellar_native_18961,1,120,1e-05
stellar_native_18962,1,120,1e-05
stellar_native_18963,1,120,1e-05
stellar_native_18964,1,120,1e-05
stellar_native_18965,1,120,1e-05
stellar_native_18966,1,120,1e-05
stellar_native_18967,1,120,1e-05
stellar_native_18968,1,120,1e-05
stellar_native_18969,1,120,1e-05
stellar_native_18970,1,120,1e-05
stellar_native_18971,1,120,1e-05
stellar_native_18972,1,120,1e-05
stellar_native_18973,1,120,1e-05
stellar_native_18974,1,120,1e-05
stellar_native_18975,1,120,1e-05
stellar_native_18976,1,120,1e-05
stellar_native_18977,1,120,1e-05
stellar_native_18978,1,120,1e-05
stellar_native_18979,1,120,1e-05
stellar_native_18980,1,120,1e-05
stellar_native_18981,1,120,1e-05
stellar_native_18982,1,120,1e-05
stellar_native_18983,1,120,1e-05
stellar_native_18984,1,120,1e-05
stellar_native_18985,1,120,1e-05
stellar_native_18986,1,120,1e-05
stellar_native_18987,1,120,1e-05
stellar_native_18988,1,120,1e-05
stellar_native_18989,1,120,1e-05
stellar_native_18990,1,120,1e-05
stellar_native_18991,1,120,1e-05
stellar_native_18992,1,120,1e-05
stellar_native_18993,1,120,1e-05
stellar_native_18994,1,120,1e-05
stellar_native_18995,1,120,1e-05
stellar_native_18996,1,120,1e-05
stellar_native_18997,1,120,1e-05
stellar_native_18998,1,120,1e-05
stellar_native_18999,1,120,1e-05
stellar_native_19000,1,120,1e-05
stellar_native_19001,1,120,1e-05
stellar_native_19002,1,120,1e-05
stellar_native_19003,1,120,1e-05
stellar_native_19004,1,120,1e-05
stellar_native_19005,1,120,1e-05
stellar_native_19006,1,120,1e-05
stellar_native_19007,1,120,1e-05
stellar_native_19008,1,120,1e-05
stellar_native_19009,1,120,1e-05
stellar_native_19010,1,120,1e-05
stellar_native_19011,1,120,1e-05
stellar_native_19012,1,120,1e-05
stellar_native_19013,1,120,1e-05
stellar_native_19014,1,120,1e-05
stellar_native_19015,1,120,1e-05
stellar_native_19016,1,120,1e-05
stellar_native_19017,1,120,1e-05
stellar_native_19018,1,120,1e-05
stellar_native_19019,1,120,1e-05
stellar_native_19020,1,120,1e-05
stellar_native_19021,1,120,1e-05
stellar_native_19022,1,120,1e-05
stellar_native_19023,1,120,1e-05
stellar_native_19024,1,120,1e-05
stellar_native_19025,1,120,1e-05
stellar_native_19026,1,120,1e-05
stellar_native_19027,1,120,1e-05
stellar_native_19028,1,120,1e-05
stellar_native_19029,1,120,1e-05
stellar_native_19030,1,120,1e-05
stellar_native_19031,1,120,1e-05
stellar_native_19032,1,120,1e-05
stellar_native_19033,1,120,1e-05
stellar_native_19034,1,120,1e-05
stellar_native_19035,1,120,1e-05
stellar_native_19036,1,120,1e-05
stellar_native_19037,1,120,1e-05
stellar_native_19038,1,120,1e-05
stellar_native_19039,1,120,1e-05
stellar_native_19040,1,120,1e-05
stellar_native_19041,1,120,1e-05
stellar_native_19042,1,120,1e-05
stellar_native_19043,1,120,1e-05
stellar_native_19044,1,120,1e-05
stellar_native_19045,1,120,1e-05
stellar_native_19046,1,120,1e-05
stellar_native_19047,1,120,1e-05
stellar_native_19048,1,120,1e-05
stellar_native_19049,1,120,1e-05
stellar_native_19050,1,120,1e-05
stellar_native_19051,1,120,1e-05
stellar_native_19052,1,120,1e-05
stellar_native_19053,1,120,1e-05
stellar_native_19054,1,120,1e-05
stellar_native_19055,1,120,1e-05
stellar_native_19056,1,120,1e-05
stellar_native_19057,1,120,1e-05
stellar_native_19058,1,120,1e-05
stellar_native_19059,1,120,1e-05
stellar_native_19060,1,120,1e-05
stellar_native_19061,1,120,1e-05
stellar_native_19062,1,120,1e-05
stellar_native_19063,1,120,1e-05
stellar_native_19064,1,120,1e-05
stellar_native_19065,1,120,1e-05
stellar_native_19066,1,120,1e-05
stellar_native_19067,1,120,1e-05
stellar_native_19068,1,120,1e-05
stellar_native_19069,1,120,1e-05
stellar_native_19070,1,120,1e-05
stellar_native_19071,1,120,1e-05
stellar_native_19072,1,120,1e-05
stellar_native_19073,1,120,1e-05
stellar_native_19074,1,120,1e-05
stellar_native_19075,1,120,1e-05
stellar_native_19076,1,120,1e-05
stellar_native_19077,1,120,1e-05
stellar_native_19078,1,120,1e-05
stellar_native_19079,1,120,1e-05
stellar_native_19080,1,120,1e-05
stellar_native_19081,1,120,1e-05
stellar_native_19082,1,120,1e-05
stellar_native_19083,1,120,1e-05
stellar_native_19084,1,120,1e-05
stellar_native_19085,1,120,1e-05
stellar_native_19086,1,120,1e-05
stellar_native_19087,1,120,1e-05
stellar_native_19088,1,120,1e-05
stellar_native_19089,1,120,1e-05
stellar_native_19090,1,120,1e-05
stellar_native_19091,1,120,1e-05
stellar_native_19092,1,120,1e-05
stellar_native_19093,1,120,1e-05
stellar_native_19094,1,120,1e-05
stellar_native_19095,1,120,1e-05
stellar_native_19096,1,120,1e-05
stellar_native_19097,1,120,1e-05
stellar_native_19098,1,120,1e-05
stellar_native_19099,1,120,1e-05
stellar_native_19100,1,120,1e-05
stellar_native_19101,1,120,1e-05
stellar_native_19102,1,120,1e-05
stellar_native_19103,1,120,1e-05
stellar_native_19104,1,120,1e-05
stellar_native_19105,1,120,1e-05
stellar_native_19106,1,120,1e-05
stellar_native_19107,1,120,1e-05
stellar_native_19108,1,120,1e-05
stellar_native_19109,1,120,1e-05
stellar_native_19110,1,120,1e-05
stellar_native_19111,1,120,1e-05
stellar_native_19112,1,120,1e-05
stellar_native_19113,1,120,1e-05
stellar_native_19114,1,120,1e-05
stellar_native_19115,1,120,1e-05
stellar_native_19116,1,120,1e-05
stellar_native_19117,1,120,1e-05
stellar_native_19118,1,120,1e-05
stellar_native_19119,1,120,1e-05
stellar_native_19120,1,120,1e-05
stellar_native_19121,1,120,1e-05
stellar_native_19122,1,120,1e-05
stellar_native_19123,1,120,1e-05
stellar_native_19124,1,120,1e-05
stellar_native_19125,1,120,1e-05
stellar_native_19126,1,120,1e-05
stellar_native_19127,1,120,1e-05
stellar_native_19128,1,120,1e-05
stellar_native_19129,1,120,1e-05
stellar_native_19130,1,120,1e-05
stellar_native_19131,1,120,1e-05
stellar_native_19132,1,120,1e-05
stellar_native_19133,1,120,1e-05
stellar_native_19134,1,120,1e-05
stellar_native_19135,1,120,1e-05
stellar_native_19136,1,120,1e-05
stellar_native_19137,1,120,1e-05
stellar_native_19138,1,120,1e-05
stellar_native_19139,1,120,1e-05
stellar_native_19140,1,120,1e-05
stellar_native_19141,1,120,1e-05
stellar_native_19142,1,120,1e-05
stellar_native_19143,1,120,1e-05
stellar_native_19144,1,120,1e-05
stellar_native_19145,1,120,1e-05
stellar_native_19146,1,120,1e-05
stellar_native_19147,1,120,1e-05
stellar_native_19148,1,120,1e-05
stellar_native_19149,1,120,1e-05
stellar_native_19150,1,120,1e-05
stellar_native_19151,1,120,1e-05
stellar_native_19152,1,120,1e-05
stellar_native_19153,1,120,1e-05
stellar_native_19154,1,120,1e-05
stellar_native_19155,1,120,1e-05
stellar_native_19156,1,120,1e-05
stellar_native_19157,1,120,1e-05
stellar_native_19158,1,120,1e-05
stellar_native_19159,1,120,1e-05
stellar_native_19160,1,120,1e-05
stellar_native_19161,1,120,1e-05
stellar_native_19162,1,120,1e-05
stellar_native_19163,1,120,1e-05
stellar_native_19164,1,120,1e-05
stellar_native_19165,1,120,1e-05
stellar_native_19166,1,120,1e-05
stellar_native_19167,1,120,1e-05
stellar_native_19168,1,120,1e-05
stellar_native_19169,1,120,1e-05
stellar_native_19170,1,120,1e-05
stellar_native_19171,1,120,1e-05
stellar_native_19172,1,120,1e-05
stellar_native_19173,1,120,1e-05
stellar_native_19174,1,120,1e-05
stellar_native_19175,1,120,1e-05
stellar_native_19176,1,120,1e-05
stellar_native_19177,1,120,1e-05
stellar_native_19178,1,120,1e-05
stellar_native_19179,1,120,1e-05
stellar_native_19180,1,120,1e-05
stellar_native_19181,1,120,1e-05
stellar_native_19182,1,120,1e-05
stellar_native_19183,1,120,1e-05
stellar_native_19184,1,120,1e-05
stellar_native_19185,1,120,1e-05
stellar_native_19186,1,120,1e-05
stellar_native_19187,1,120,1e-05
stellar_native_19188,1,120,1e-05
stellar_native_19189,1,120,1e-05
stellar_native_19190,1,120,1e-05
stellar_native_19191,1,120,1e-05
stellar_native_19192,1,120,1e-05
stellar_native_19193,1,120,1e-05
stellar_native_19194,1,120,1e-05
stellar_native_19195,1,120,1e-05
stellar_native_19196,1,120,1e-05
stellar_native_19197,1,120,1e-05
stellar_native_19198,1,120,1e-05
stellar_native_19199,1,120,1e-05
stellar_native_19200,1,120,1e-05
stellar_native_19201,1,120,1e-05
stellar_native_19202,1,120,1e-05
stellar_native_19203,1,120,1e-05
stellar_native_19204,1,120,1e-05
stellar_native_19205,1,120,1e-05
stellar_native_19206,1,120,1e-05
stellar_native_19207,1,120,1e-05
stellar_native_19208,1,120,1e-05
stellar_native_19209,1,120,1e-05
stellar_native_19210,1,120,1e-05
stellar_native_19211,1,120,1e-05
stellar_native_19212,1,120,1e-05
stellar_native_19213,1,120,1e-05
stellar_native_19214,1,120,1e-05
stellar_native_19215,1,120,1e-05
stellar_native_19216,1,120,1e-05
stellar_native_19217,1,120,1e-05
stellar_native_19218,1,120,1e-05
stellar_native_19219,1,120,1e-05
stellar_native_19220,1,120,1e-05
stellar_native_19221,1,120,1e-05
stellar_native_19222,1,120,1e-05
stellar_native_19223,1,120,1e-05
stellar_native_19224,1,120,1e-05
stellar_native_19225,1,120,1e-05
stellar_native_19226,1,120,1e-05
stellar_native_19227,1,120,1e-05
stellar_native_19228,1,120,1e-05
stellar_native_19229,1,120,1e-05
stellar_native_19230,1,120,1e-05
stellar_native_19231,1,120,1e-05
stellar_native_19232,1,120,1e-05
stellar_native_19233,1,120,1e-05
stellar_native_19234,1,120,1e-05
stellar_native_19235,1,120,1e-05
stellar_native_19236,1,120,1e-05
stellar_native_19237,1,120,1e-05
stellar_native_19238,1,120,1e-05
stellar_native_19239,1,120,1e-05
stellar_native_19240,1,120,1e-05
stellar_native_19241,1,120,1e-05
stellar_native_19242,1,120,1e-05
stellar_native_19243,1,120,1e-05
stellar_native_19244,1,120,1e-05
stellar_native_19245,1,120,1e-05
stellar_native_19246,1,120,1e-05
stellar_native_19247,1,120,1e-05
stellar_native_19248,1,120,1e-05
stellar_native_19249,1,120,1e-05
stellar_native_19250,1,120,1e-05
stellar_native_19251,1,120,1e-05
stellar_native_19252,1,120,1e-05
stellar_native_19253,1,120,1e-05
stellar_native_19254,1,120,1e-05
stellar_native_19255,1,120,1e-05
stellar_native_19256,1,120,1e-05
stellar_native_19257,1,120,1e-05
stellar_native_19258,1,120,1e-05
stellar_native_19259,1,120,1e-05
stellar_native_19260,1,120,1e-05
stellar_native_19261,1,120,1e-05
stellar_native_19262,1,120,1e-05
stellar_native_19263,1,120,1e-05
stellar_native_19264,1,120,1e-05
stellar_native_19265,1,120,1e-05
stellar_native_19266,1,120,1e-05
stellar_native_19267,1,120,1e-05
stellar_native_19268,1,120,1e-05
stellar_native_19269,1,120,1e-05
stellar_native_19270,1,120,1e-05
stellar_native_19271,1,120,1e-05
stellar_native_19272,1,120,1e-05
stellar_native_19273,1,120,1e-05
stellar_native_19274,1,120,1e-05
stellar_native_19275,1,120,1e-05
stellar_native_19276,1,120,1e-05
stellar_native_19277,1,120,1e-05
stellar_native_19278,1,120,1e-05
stellar_native_19279,1,120,1e-05
stellar_native_19280,1,120,1e-05
stellar_native_19281,1,120,1e-05
stellar_native_19282,1,120,1e-05
stellar_native_19283,1,120,1e-05
stellar_native_19284,1,120,1e-05
stellar_native_19285,1,120,1e-05
stellar_native_19286,1,120,1e-05
stellar_native_19287,1,120,1e-05
stellar_native_19288,1,120,1e-05
stellar_native_19289,1,120,1e-05
stellar_native_19290,1,120,1e-05
stellar_native_19291,1,120,1e-05
stellar_native_19292,1,120,1e-05
stellar_native_19293,1,120,1e-05
stellar_native_19294,1,120,1e-05
stellar_native_19295,1,120,1e-05
stellar_native_19296,1,120,1e-05
stellar_native_19297,1,120,1e-05
stellar_native_19298,1,120,1e-05
stellar_native_19299,1,120,1e-05
stellar_native_19300,1,120,1e-05
stellar_native_19301,1,120,1e-05
stellar_native_19302,1,120,1e-05
stellar_native_19303,1,120,1e-05
stellar_native_19304,1,120,1e-05
stellar_native_19305,1,120,1e-05
stellar_native_19306,1,120,1e-05
stellar_native_19307,1,120,1e-05
stellar_native_19308,1,120,1e-05
stellar_native_19309,1,120,1e-05
stellar_native_19310,1,120,1e-05
stellar_native_19311,1,120,1e-05
stellar_native_19312,1,120,1e-05
stellar_native_19313,1,120,1e-05
stellar_native_19314,1,120,1e-05
stellar_native_19315,1,120,1e-05
stellar_native_19316,1,120,1e-05
stellar_native_19317,1,120,1e-05
stellar_native_19318,1,120,1e-05
stellar_native_19319,1,120,1e-05
stellar_native_19320,1,120,1e-05
stellar_native_19321,1,120,1e-05
stellar_native_19322,1,120,1e-05
stellar_native_19323,1,120,1e-05
stellar_native_19324,1,120,1e-05
stellar_native_19325,1,120,1e-05
stellar_native_19326,1,120,1e-05
stellar_native_19327,1,120,1e-05
stellar_native_19328,1,120,1e-05
stellar_native_19329,1,120,1e-05
stellar_native_19330,1,120,1e-05
stellar_native_19331,1,120,1e-05
stellar_native_19332,1,120,1e-05
stellar_native_19333,1,120,1e-05
stellar_native_19334,1,120,1e-05
stellar_native_19335,1,120,1e-05
stellar_native_19336,1,120,1e-05
stellar_native_19337,1,120,1e-05
stellar_native_19338,1,120,1e-05
stellar_native_19339,1,120,1e-05
stellar_native_19340,1,120,1e-05
stellar_native_19341,1,120,1e-05
stellar_native_19342,1,120,1e-05
stellar_native_19343,1,120,1e-05
stellar_native_19344,1,120,1e-05
stellar_native_19345,1,120,1e-05
stellar_native_19346,1,120,1e-05
stellar_native_19347,1,120,1e-05
stellar_native_19348,1,120,1e-05
stellar_native_19349,1,120,1e-05
stellar_native_19350,1,120,1e-05
stellar_native_19351,1,120,1e-05
stellar_native_19352,1,120,1e-05
stellar_native_19353,1,120,1e-05
stellar_native_19354,1,120,1e-05
stellar_native_19355,1,120,1e-05
stellar_native_19356,1,120,1e-05
stellar_native_19357,1,120,1e-05
stellar_native_19358,1,120,1e-05
stellar_native_19359,1,120,1e-05
stellar_native_19360,1,120,1e-05
stellar_native_19361,1,120,1e-05
stellar_native_19362,1,120,1e-05
stellar_native_19363,1,120,1e-05
stellar_native_19364,1,120,1e-05
stellar_native_19365,1,120,1e-05
stellar_native_19366,1,120,1e-05
stellar_native_19367,1,120,1e-05
stellar_native_19368,1,120,1e-05
stellar_native_19369,1,120,1e-05
stellar_native_19370,1,120,1e-05
stellar_native_19371,1,120,1e-05
stellar_native_19372,1,120,1e-05
stellar_native_19373,1,120,1e-05
stellar_native_19374,1,120,1e-05
stellar_native_19375,1,120,1e-05
stellar_native_19376,1,120,1e-05
stellar_native_19377,1,120,1e-05
stellar_native_19378,1,120,1e-05
stellar_native_19379,1,120,1e-05
stellar_native_19380,1,120,1e-05
stellar_native_19381,1,120,1e-05
stellar_native_19382,1,120,1e-05
stellar_native_19383,1,120,1e-05
stellar_native_19384,1,120,1e-05
stellar_native_19385,1,120,1e-05
stellar_native_19386,1,120,1e-05
stellar_native_19387,1,120,1e-05
stellar_native_19388,1,120,1e-05
stellar_native_19389,1,120,1e-05
stellar_native_19390,1,120,1e-05
stellar_native_19391,1,120,1e-05
stellar_native_19392,1,120,1e-05
stellar_native_19393,1,120,1e-05
stellar_native_19394,1,120,1e-05
stellar_native_19395,1,120,1e-05
stellar_native_19396,1,120,1e-05
stellar_native_19397,1,120,1e-05
stellar_native_19398,1,120,1e-05
stellar_native_19399,1,120,1e-05
stellar_native_19400,1,120,1e-05
stellar_native_19401,1,120,1e-05
stellar_native_19402,1,120,1e-05
stellar_native_19403,1,120,1e-05
stellar_native_19404,1,120,1e-05
stellar_native_19405,1,120,1e-05
stellar_native_19406,1,120,1e-05
stellar_native_19407,1,120,1e-05
stellar_native_19408,1,120,1e-05
stellar_native_19409,1,120,1e-05
stellar_native_19410,1,120,1e-05
stellar_native_19411,1,120,1e-05
stellar_native_19412,1,120,1e-05
stellar_native_19413,1,120,1e-05
stellar_native_19414,1,120,1e-05
stellar_native_19415,1,120,1e-05
stellar_native_19416,1,120,1e-05
stellar_native_19417,1,120,1e-05
stellar_native_19418,1,120,1e-05
stellar_native_19419,1,120,1e-05
stellar_native_19420,1,120,1e-05
stellar_native_19421,1,120,1e-05
stellar_native_19422,1,120,1e-05
stellar_native_19423,1,120,1e-05
stellar_native_19424,1,120,1e-05
stellar_native_19425,1,120,1e-05
stellar_native_19426,1,120,1e-05
stellar_native_19427,1,120,1e-05
stellar_native_19428,1,120,1e-05
stellar_native_19429,1,120,1e-05
stellar_native_19430,1,120,1e-05
stellar_native_19431,1,120,1e-05
stellar_native_19432,1,120,1e-05
stellar_native_19433,1,120,1e-05
stellar_native_19434,1,120,1e-05
stellar_native_19435,1,120,1e-05
stellar_native_19436,1,120,1e-05
stellar_native_19437,1,120,1e-05
stellar_native_19438,1,120,1e-05
stellar_native_19439,1,120,1e-05
stellar_native_19440,1,120,1e-05
stellar_native_19441,1,120,1e-05
stellar_native_19442,1,120,1e-05
stellar_native_19443,1,120,1e-05
stellar_native_19444,1,120,1e-05
stellar_native_19445,1,120,1e-05
stellar_native_19446,1,120,1e-05
stellar_native_19447,1,120,1e-05
stellar_native_19448,1,120,1e-05
stellar_native_19449,1,120,1e-05
stellar_native_19450,1,120,1e-05
stellar_native_19451,1,120,1e-05
stellar_native_19452,1,120,1e-05
stellar_native_19453,1,120,1e-05
stellar_native_19454,1,120,1e-05
stellar_native_19455,1,120,1e-05
stellar_native_19456,1,120,1e-05
stellar_native_19457,1,120,1e-05
stellar_native_19458,1,120,1e-05
stellar_native_19459,1,120,1e-05
stellar_native_19460,1,120,1e-05
stellar_native_19461,1,120,1e-05
stellar_native_19462,1,120,1e-05
stellar_native_19463,1,120,1e-05
stellar_native_19464,1,120,1e-05
stellar_native_19465,1,120,1e-05
stellar_native_19466,1,120,1e-05
stellar_native_19467,1,120,1e-05
stellar_native_19468,1,120,1e-05
stellar_native_19469,1,120,1e-05
stellar_native_19470,1,120,1e-05
stellar_native_19471,1,120,1e-05
stellar_native_19472,1,120,1e-05
stellar_native_19473,1,120,1e-05
stellar_native_19474,1,120,1e-05
stellar_native_19475,1,120,1e-05
stellar_native_19476,1,120,1e-05
stellar_native_19477,1,120,1e-05
stellar_native_19478,1,120,1e-05
stellar_native_19479,1,120,1e-05
stellar_native_19480,1,120,1e-05
stellar_native_19481,1,120,1e-05
stellar_native_19482,1,120,1e-05
stellar_native_19483,1,120,1e-05
stellar_native_19484,1,120,1e-05
stellar_native_19485,1,120,1e-05
stellar_native_19486,1,120,1e-05
stellar_native_19487,1,120,1e-05
stellar_native_19488,1,120,1e-05
stellar_native_19489,1,120,1e-05
stellar_native_19490,1,120,1e-05
stellar_native_19491,1,120,1e-05
stellar_native_19492,1,120,1e-05
stellar_native_19493,1,120,1e-05
stellar_native_19494,1,120,1e-05
stellar_native_19495,1,120,1e-05
stellar_native_19496,1,120,1e-05
stellar_native_19497,1,120,1e-05
stellar_native_19498,1,120,1e-05
stellar_native_19499,1,120,1e-05
stellar_native_19500,1,120,1e-05
stellar_native_19501,1,120,1e-05
stellar_native_19502,1,120,1e-05
stellar_native_19503,1,120,1e-05
stellar_native_19504,1,120,1e-05
stellar_native_19505,1,120,1e-05
stellar_native_19506,1,120,1e-05
stellar_native_19507,1,120,1e-05
stellar_native_19508,1,120,1e-05
stellar_native_19509,1,120,1e-05
stellar_native_19510,1,120,1e-05
stellar_native_19511,1,120,1e-05
stellar_native_19512,1,120,1e-05
stellar_native_19513,1,120,1e-05
stellar_native_19514,1,120,1e-05
stellar_native_19515,1,120,1e-05
stellar_native_19516,1,120,1e-05
stellar_native_19517,1,120,1e-05
stellar_native_19518,1,120,1e-05
stellar_native_19519,1,120,1e-05
stellar_native_19520,1,120,1e-05
stellar_native_19521,1,120,1e-05
stellar_native_19522,1,120,1e-05
stellar_native_19523,1,120,1e-05
stellar_native_19524,1,120,1e-05
stellar_native_19525,1,120,1e-05
stellar_native_19526,1,120,1e-05
stellar_native_19527,1,120,1e-05
stellar_native_19528,1,120,1e-05
stellar_native_19529,1,120,1e-05
stellar_native_19530,1,120,1e-05
stellar_native_19531,1,120,1e-05
stellar_native_19532,1,120,1e-05
stellar_native_19533,1,120,1e-05
stellar_native_19534,1,120,1e-05
stellar_native_19535,1,120,1e-05
stellar_native_19536,1,120,1e-05
stellar_native_19537,1,120,1e-05
stellar_native_19538,1,120,1e-05
stellar_native_19539,1,120,1e-05
stellar_native_19540,1,120,1e-05
stellar_native_19541,1,120,1e-05
stellar_native_19542,1,120,1e-05
stellar_native_19543,1,120,1e-05
stellar_native_19544,1,120,1e-05
stellar_native_19545,1,120,1e-05
stellar_native_19546,1,120,1e-05
stellar_native_19547,1,120,1e-05
stellar_native_19548,1,120,1e-05
stellar_native_19549,1,120,1e-05
stellar_native_19550,1,120,1e-05
stellar_native_19551,1,120,1e-05
stellar_native_19552,1,120,1e-05
stellar_native_19553,1,120,1e-05
stellar_native_19554,1,120,1e-05
stellar_native_19555,1,120,1e-05
stellar_native_19556,1,120,1e-05
stellar_native_19557,1,120,1e-05
stellar_native_19558,1,120,1e-05
stellar_native_19559,1,120,1e-05
stellar_native_19560,1,120,1e-05
stellar_native_19561,1,120,1e-05
stellar_native_19562,1,120,1e-05
stellar_native_19563,1,120,1e-05
stellar_native_19564,1,120,1e-05
stellar_native_19565,1,120,1e-05
stellar_native_19566,1,120,1e-05
stellar_native_19567,1,120,1e-05
stellar_native_19568,1,120,1e-05
stellar_native_19569,1,120,1e-05
stellar_native_19570,1,120,1e-05
stellar_native_19571,1,120,1e-05
stellar_native_19572,1,120,1e-05
stellar_native_19573,1,120,1e-05
stellar_native_19574,1,120,1e-05
stellar_native_19575,1,120,1e-05
stellar_native_19576,1,120,1e-05
stellar_native_19577,1,120,1e-05
stellar_native_19578,1,120,1e-05
stellar_native_19579,1,120,1e-05
stellar_native_19580,1,120,1e-05
stellar_native_19581,1,120,1e-05
stellar_native_19582,1,120,1e-05
stellar_native_19583,1,120,1e-05
stellar_native_19584,1,120,1e-05
stellar_native_19585,1,120,1e-05
stellar_native_19586,1,120,1e-05
stellar_native_19587,1,120,1e-05
stellar_native_19588,1,120,1e-05
stellar_native_19589,1,120,1e-05
stellar_native_19590,1,120,1e-05
stellar_native_19591,1,120,1e-05
stellar_native_19592,1,120,1e-05
stellar_native_19593,1,120,1e-05
stellar_native_19594,1,120,1e-05
stellar_native_19595,1,120,1e-05
stellar_native_19596,1,120,1e-05
stellar_native_19597,1,120,1e-05
stellar_native_19598,1,120,1e-05
stellar_native_19599,1,120,1e-05
stellar_native_19600,1,120,1e-05
stellar_native_19601,1,120,1e-05
stellar_native_19602,1,120,1e-05
stellar_native_19603,1,120,1e-05
stellar_native_19604,1,120,1e-05
stellar_native_19605,1,120,1e-05
stellar_native_19606,1,120,1e-05
stellar_native_19607,1,120,1e-05
stellar_native_19608,1,120,1e-05
stellar_native_19609,1,120,1e-05
stellar_native_19610,1,120,1e-05
stellar_native_19611,1,120,1e-05
